text,lang,post_id,source,tokenized_text,topic
有没有人像我一样，一听别人给讲大道理说什么主啊上帝啊佛啊上师啊什么之类的话，就立马神经错乱逻辑丧失嘴歪眼斜屁也放不出一个来的怂货？这个世界太喧闹，让沉默的人显得有点傻~,zh,,,有没有 人像 我 一样 ， 一听 别人 给 讲 大道理 说 什么 主 啊 上帝 啊 佛 啊 上师 啊 什么 之类 的话 ， 就 立马 神经错乱 逻辑 丧失 嘴 歪眼 斜屁 也 放不出 一个 来 的 怂货 ？ 这个 世界 太 喧闹 ， 让 沉默 的 人 显得 有点 傻 ~,-1
"国内的基督教好歹真给老人送生活用品，河南那边周末还管饭，欧美现在的教会只知道骗信徒钱，估计神父私底下还经常玩金发女郎呢
点击展开，查看完整图片",zh,,,"国内 的 基督教 好歹 真给 老人 送 生活用品 ， 河南 那边 周末 还 管饭 ， 欧美 现在 的 教会 只 知道 骗 信徒 钱 ， 估计 神父 私底下 还 经常 玩 金发女郎 呢 
 点击 展开 ， 查看 完整 图片",19
蒋介石侍卫敦斌伟在中研院口述历史中，说了一段蒋的优点。他极讨厌奉承的人，尤其牧师。他每周至凯歌堂教堂听牧师讲道，若牧师见了他百般奉承，不好好讲道，他下回即选择缺席。蒋介石最推崇的牧师是周联华。,zh,,,蒋介石 侍卫 敦斌伟 在 中研院 口述 历史 中 ， 说 了 一段 蒋 的 优点 。 他 极 讨厌 奉承 的 人 ， 尤其 牧师 。 他 每周 至 凯歌 堂 教堂 听 牧师 讲道 ， 若 牧师 见 了 他 百般奉承 ， 不 好好 讲道 ， 他 下回 即 选择 缺席 。 蒋介石 最 推崇 的 牧师 是 周 联华 。,-1
貌似只有天主教才有神学院之类的教学机构，西方的大学最初也是从神学院分离出来的，跟新教的一帮脑残信徒不同，那帮神学院毕业的学生还是挺专业的，我曾经试着跟他论辩过几次，结果完败。,zh,,,貌似 只有 天主教 才 有 神学院 之类 的 教学 机构 ， 西方 的 大学 最初 也 是从 神学院 分离出来 的 ， 跟 新教 的 一帮 脑残 信徒 不同 ， 那帮 神学院 毕业 的 学生 还是 挺 专业 的 ， 我 曾经 试着 跟 他 论辩 过 几次 ， 结果 完败 。,6
"@麻辣隔壁的星星
尸位素食论是202情书的王子所提出来的，当年他和作者包咪咪有多火我相信紫宸会告诉你的，结果这二人又如何？还不是因为当了权限狗而导致招致公愤？
你想当基督狗要当全世界的father，我是不是要说，基督徒都是山寨佛屎的存在？你觉得在这吧，你想冒充神父，几个人会答应？",zh,,,"@ 麻辣 隔壁 的 星星 
 尸位 素食 论是 202 情书 的 王子 所 提出 来 的 ， 当年 他 和 作者 包 咪咪 有多火 我 相信 紫宸 会 告诉 你 的 ， 结果 这 二人 又 如何 ？ 还 不是 因为 当 了 权限 狗 而 导致 招致 公愤 ？ 
 你 想 当 基督 狗要 当 全世界 的 father ， 我 是不是 要说 ， 基督徒 都 是 山寨 佛屎 的 存在 ？ 你 觉得 在 这 吧 ， 你 想 冒充 神父 ， 几个 人会 答应 ？",14
国内基督教指的是那一串因信称义的新教，基督徒对基督教本身的了解可能还不如8u,zh,,,国内 基督教 指 的 是 那 一串 因 信称义 的 新教 ， 基督徒 对 基督教 本身 的 了解 可能 还 不如 8u,6
"由于他的设置，只能这样回复他：留证。小心你至少涉嫌攻击基督教了，快声明这“基本”不包括基督教。@耶墨蕉风 ，还有微博上其他的基督徒呢？//@战斗在南美VV：信基督就能治疗不孕不育,你没发现你儿子长得像你们片区的神父吗 宣传宗教能够治疗基本的都是邪教,比如宗教就治不好你的神经病",zh,,,"由于 他 的 设置 ， 只能 这样 回复 他 ： 留证 。 小心 你 至少 涉嫌 攻击 基督教 了 ， 快 声明 这 “ 基本 ” 不 包括 基督教 。 @ 耶墨蕉风   ， 还有 微博上 其他 的 基督徒 呢 ？ / / @ 战斗 在 南美 vv ： 信 基督 就 能 治疗 不孕 不育 , 你 没 发现 你 儿子 长得 像 你们 片区 的 神父 吗   宣传 宗教 能够 治疗 基本 的 都 是 邪教 , 比如 宗教 就 治不好 你 的 神经病",-1
佛教认释迦牟尼，基督认耶稣，但是道教可不认张角,zh,,,佛教 认 释迦牟尼 ， 基督 认 耶稣 ， 但是 道教 可不 认张角,2
看到十字，我突然想到我的外婆，她就是信基督教的，在我19岁时过逝。我想，我可以了解一点，以后如果有机会也可以给她念下经。,zh,,,看到 十字 ， 我 突然 想到 我 的 外婆 ， 她 就是 信 基督教 的 ， 在 我 19 岁 时 过 逝 。 我 想 ， 我 可以 了解 一点 ， 以后 如果 有 机会 也 可以 给 她 念 下经 。,-1
"新教很多教会建立起来就是为了“分你我”的
你不是该教会的信众人家从心底里就觉得你这么惨正好证明了不信我们是多么的错误
其实美国挺散装的",zh,,,"新教 很多 教会 建立 起来 就是 为了 “ 分 你 我 ” 的 
 你 不是 该 教会 的 信众 人家 从 心底 里 就 觉得 你 这么 惨 正好 证明 了 不信 我们 是 多么 的 错误 
 其实 美国 挺 散装 的",6
《圣经》的很多篇章都是微博体-微博是上帝的语言吗,zh,,,《 圣经 》 的 很多 篇章 都 是 微博体 - 微博是 上帝 的 语言 吗,10
克氏：在我看来，信仰、宗教、教义和种姓，与生命无关，与真理无关！,zh,,,克氏 ： 在我看来 ， 信仰 、 宗教 、 教义 和 种姓 ， 与 生命 无关 ， 与 真理 无关 ！,9
老板总觉得给员工的薪水多，最好找到那种拿着微薄的薪水拼命干活的人，于是招致员工的怨恨。可是所有宗教组织不给信徒发工资，信徒们还主动去捐钱。什么时候老板们能明白神父、法师、道长是怎么对信众的（骗人的不算），老板们就能找到上佳的管理之道了。,zh,,,老板 总 觉得 给 员工 的 薪水 多 ， 最好 找到 那种 拿 着 微薄 的 薪水 拼命 干活 的 人 ， 于是 招致 员工 的 怨恨 。 可是 所有 宗教 组织 不 给 信徒 发工资 ， 信徒 们 还 主动 去 捐钱 。 什么 时候 老板 们 能 明白 神父 、 法师 、 道长 是 怎么 对 信众 的 （ 骗人 的 不算 ） ， 老板 们 就 能 找到 上佳 的 管理 之道 了 。,19
西方很多修女笑话 只不过现在提到修女就是瑟瑟 所以不如神父笑话,zh,,,西方 很多 修女 笑话   只不过 现在 提到 修女 就是 瑟瑟   所以 不如 神父 笑话,11
神父净玩阴招 令人厌恶,zh,,,神父 净玩 阴招   令人厌恶,34
几年前一位传教士送我的，每年回来看见它都会觉得信仰也是一种缘分。,zh,,,几年 前 一位 传教士 送 我 的 ， 每年 回来 看见 它 都 会 觉得 信仰 也 是 一种 缘分 。,-1
神父:把你的小男孩送过来可以，你就算了,zh,,,神父 : 把 你 的 小男孩 送过来 可以 ， 你 就算 了,-1
是用来对付上帝的断头台和降魔杵。少给我们来这一套，⏰不信那些神的鬼的,zh,,,是 用来 对付 上帝 的 断头台 和 降魔 杵 。 少 给 我们 来 这 一套 ， ⏰ 不 信 那些 神 的 鬼 的,-1
特么的，上帝见了也是要哭的。阿败，你的气场大，给转转。@老败，//@全世界都震惊了: 地球都哭了,zh,,,特么 的 ， 上帝 见 了 也 是 要 哭 的 。 阿败 ， 你 的 气场 大 ， 给 转转 。 @ 老败 ， / / @ 全世界 都 震惊 了 :   地球 都 哭 了,17
还是不基督教涉及范围大,zh,,,还是 不 基督教 涉及 范围 大,-1
神父笑话的本质是男同笑话而不是宗教笑话,zh,,,神父 笑话 的 本质 是 男同 笑话 而 不是 宗教 笑话,11
补充：不要随意断章取意圣经里的话当作心灵鸡汤使用，慎看网上的福音小段子,zh,,,补充 ： 不要 随意 断章取意 圣经 里 的话 当作 心灵鸡汤 使用 ， 慎看 网上 的 福音 小 段子,-1
刘再复先生如是说：在中国的大文化系统里，有意志、有人格的神始终不在场。虽然上帝缺席，但中国人不能没有信仰和敬畏，所以近代的贤者们才想出“以道德代宗教”（章太炎）或“以美育代宗教”（蔡元培）等命题，其指归也正是要以价值理性来代替宗教理性。@剑梅说说 //@渔老汉:转发微博,zh,,,刘再复 先生 如是说 ： 在 中国 的 大 文化 系统 里 ， 有 意志 、 有 人格 的 神 始终 不 在场 。 虽然 上帝 缺席 ， 但 中国 人 不能 没有 信仰 和 敬畏 ， 所以 近代 的 贤者 们 才 想 出 “ 以 道德 代 宗教 ” （ 章太炎 ） 或 “ 以 美育 代 宗教 ” （ 蔡元培 ） 等 命题 ， 其指 归 也 正是 要 以 价值 理性 来 代替 宗教 理性 。 @ 剑梅 说 说   / / @ 渔 老汉 : 转发 微博,51
特别是那些诸如某某南饭馆之流，人均￥180的消费还用地沟油，简直就是无耻！！//@互联网的那点事:扯淡！因为人家信仰上帝，干这种事情必遭天谴！而中国人没有信仰！什么事情都干的出来！,zh,,,特别 是 那些 诸如 某某 南 饭馆 之流 ， 人均 ￥ 180 的 消费 还 用 地沟油 ， 简直 就是 无耻 ！ ！ / / @ 互联网 的 那点 事 : 扯淡 ！ 因为 人家 信仰 上帝 ， 干 这种 事情 必 遭天 谴 ！ 而 中国 人 没有 信仰 ！ 什么 事情 都 干 的 出来 ！,-1
最初的教义～～～后来被演绎化了。。。,zh,,,最初 的 教义 ～ ～ ～ 后来 被 演绎 化 了 。 。 。,-1
不管是天主教还是东正教都有教会这种全国范围女的组织而不是局限于一个地方的教会，我看不管是道教，伊斯兰教，佛教，还是印度教都没有建立全国性的组织好像都是局限于本地区的教堂。,zh,,,不管 是 天主教 还是 东正教 都 有 教会 这种 全国 范围 女 的 组织 而 不是 局限于 一个 地方 的 教会 ， 我 看 不管 是 道教 ， 伊斯兰教 ， 佛教 ， 还是 印度教 都 没有 建立 全国性 的 组织 好像 都 是 局限于 本 地区 的 教堂 。,6
很难想象历史上诞生这种教义的背景是基于什么,zh,,,很难 想象 历史 上 诞生 这种 教义 的 背景 是 基于 什么,-1
话说神父信的是什么宗教,zh,,,话 说 神父 信 的 是 什么 宗教,34
新教烂透了可以理解，天主教会也这么堕落了？至少天主教会真的会因为事情被捅到上面去然后上面派人下来问责革职的,zh,,,新教 烂透 了 可以 理解 ， 天主教会 也 这么 堕落 了 ？ 至少 天主教会 真的 会 因为 事情 被 捅 到 上面 去 然后 上面 派 人 下来 问责 革职 的,6
耶稣的能力是吸收世人的苦难然后转移给自己,zh,,,耶稣 的 能力 是 吸收 世人 的 苦难 然后 转移 给 自己,-1
认同 //@秦万民:同意//@傻懋:世界上没有战无不胜的思想理论！任何科学都是可以被证伪的。正常宗教都不敢这么形容自己的教义，有些邪教大概这样吹嘘过！,zh,,,认同   / / @ 秦 万民 : 同意 / / @ 傻懋 : 世界 上 没有 战无不胜 的 思想 理论 ！ 任何 科学 都 是 可以 被 证伪 的 。 正常 宗教 都 不敢 这么 形容 自己 的 教义 ， 有些 邪教 大概 这样 吹嘘 过 ！,-1
那我问你，这座城的传教士是想传万神殿信仰吗,zh,,,那 我 问 你 ， 这座 城 的 传教士 是 想 传万 神殿 信仰 吗,28
//@笑咪咪杀手: 吸毒青年误国记。 //@环保董良杰:他是个彻头彻尾的罪人。所幸后来幡然悔悟，委身基督。我在檀香山华人第一教会见过他，谈起往事，他开口就说：我是上帝的棋子.......,zh,,,/ / @ 笑咪咪 杀手 :   吸毒 青年 误国 记 。   / / @ 环保 董良杰 : 他 是 个 彻头彻尾 的 罪人 。 所幸 后来 幡然悔悟 ， 委身 基督 。 我 在 檀香山 华人 第一 教会 见 过 他 ， 谈起 往事 ， 他 开口 就 说 ： 我 是 上帝 的 棋子 .......,13
你应该给王博士一个热泪盈眶的机会嘛，呵呵//@翰林育程王海涛：千年来人类形成的种族、民族、宗教、文化等等因素不能不考虑。美国？这个西方资本利益集团的根据地，是不能允许这些个东西生长起来的，他们嘴里的民主和自由跟真正的意义两码事，也别把基督教义扯进来，也是两码事,zh,,,你 应该 给 王 博士 一个 热泪盈眶 的 机会 嘛 ， 呵呵 / / @ 翰林 育程 王海涛 ： 千年 来 人类 形成 的 种族 、 民族 、 宗教 、 文化 等等 因素 不能不 考虑 。 美国 ？ 这个 西方 资本 利益集团 的 根据地 ， 是 不能允许 这些 个 东西 生长 起来 的 ， 他们 嘴里 的 民主 和 自由 跟 真正 的 意义 两码事 ， 也 别 把 基督教 义 扯进来 ， 也 是 两码事,47
上帝的目光如此锐利，让一切恶行无处遁藏。只是，应当以德报怨，不然，当与恶共行了。,zh,,,上帝 的 目光 如此 锐利 ， 让 一切 恶行 无处 遁藏 。 只是 ， 应当 以德报怨 ， 不然 ， 当 与 恶共行 了 。,24
哈哈哈！ 学基督好啊。如果能摆脱只知道吃喝交配这些畜生道的习气，那也能进入人天道啊。所有法皆是佛法。祝修行顺利！,zh,,,哈哈哈 ！   学 基督 好 啊 。 如果 能 摆脱 只 知道 吃喝 交配 这些 畜生 道 的 习气 ， 那 也 能 进入 人 天道 啊 。 所有 法皆是 佛法 。 祝 修行 顺利 ！,-1
一个水木mm要结婚了，BF要受洗，以后每月10%的收入要捐给教会，mm不干了，但是特别声明不是因为10%的钱，而是害怕教徒会多么的极端，多么的神经，etc，好吧，在这些人眼里，说谎，包二奶，踩着别人向上爬都不极端，都易于相处...,zh,,,一个 水木 mm 要 结婚 了 ， bf 要 受洗 ， 以后 每月 10% 的 收入 要 捐给 教会 ， mm 不干 了 ， 但是 特别 声明 不是 因为 10% 的 钱 ， 而是 害怕 教徒 会 多么 的 极端 ， 多么 的 神经 ， etc ， 好 吧 ， 在 这些 人 眼里 ， 说谎 ， 包二奶 ， 踩 着 别人 向 上爬 都 不 极端 ， 都 易于 相处 ...,19
韩国好多教会啊。以马内利,zh,,,韩国 好多 教会 啊 。 以马内利,6
他们的上帝不是你说的上帝。,zh,,,他们 的 上帝 不是 你 说 的 上帝 。,38
同意！小心再小心！ //@ks2012ks:这就是邪教全能神的可恨之一，全能神即是东方闪电，国家严厉打击的邪教组织！！！他们经常打着基督教名义传播邪教，切切小心不要搞混了！！！最近他们活动猖獗，传播末日谣言，拉人入教，入教后轻则精神失常，重则家破人亡。 真正的基督教不会这样子的。,zh,,,同意 ！ 小心 再 小心 ！   / / @ ks2012ks : 这 就是 邪教 全能 神 的 可恨 之一 ， 全能 神即 是 东方 闪电 ， 国家 严厉打击 的 邪教组织 ！ ！ ！ 他们 经常 打着 基督教 名义 传播 邪教 ， 切切 小心 不要 搞混 了 ！ ！ ！ 最近 他们 活动 猖獗 ， 传播 末日 谣言 ， 拉人入 教 ， 入教后 轻则 精神失常 ， 重 则 家破人亡 。   真正 的 基督教 不会 这 样子 的 。,-1
因为神父足够出生，又没有人格魅力啊，看看它怎么对待他的兄弟天气预报的吧,zh,,,因为 神父 足够 出生 ， 又 没有 人格魅力 啊 ， 看看 它 怎么 对待 他 的 兄弟 天气预报 的 吧,34
那又怎样，中国的基督教跟你梵蒂冈有什么关系？,zh,,,那 又 怎样 ， 中国 的 基督教 跟 你 梵蒂冈 有 什么 关系 ？,-1
"只要不是厕纸，也不会动不动就阶级矛盾，那有个善人教皇的几率还是比较高的。无非是脑子可能不好使。
虽然脑子好使，但人坏，还在一定程度上维持了世间安宁的教皇形象才算是比较接近事实的教皇形象。",zh,,,"只要 不是 厕纸 ， 也 不会 动不动 就 阶级矛盾 ， 那有 个 善人 教皇 的 几率 还是 比较 高 的 。 无非 是 脑子 可能 不好 使 。 
 虽然 脑子 好使 ， 但人坏 ， 还 在 一定 程度 上 维持 了 世间 安宁 的 教皇 形象 才 算是 比较 接近 事实 的 教皇 形象 。",0
