response,source,text
,original,高市は安倍晋三とズブズブであり、安倍晋三は統一教会とズブズブ。 またトランプも統一教会とズブズブ。 カルトを放置しているから、原発汚染やオイル需要拡大といった環境汚染問題軽視へとつながっている 神様を恐れるならば、環境汚染問題全般への対処を第一に考えるべきでしょう 放射能汚染は数万年残るといわれており、PFASは永遠の科学物質などといわれている このような問題の容認は神様の御怒りを受けて当然だ
,original,「永遠に生きておられる神様」を恐れる信仰者ならば、 普通は環境汚染を恐れて、日本共産党や、社民、れいわなどを支持。脱原発を支援するべきものだ ところが現実には原発汚染を拡大する自民や米共和党を黙認。おかしいと気付くべきだぞ 両方に共通しているのはカルト統一教会であり、 日本共産党、社民、れいわなどは、カルトと戦う政党だ ようするに原発推進なんてのは悪魔憑きだ 高市でそれが加速されてしまう 神様を恐れる信仰者ならば、阻止するべきだろう
,original,どこぞの似非仏教徒は伝統宗教が本物で新興宗教はニセモノと 言っていましたが、全ての宗教は最初は新興宗教であり、 カルトだと誤解されることが多いのです。 想像してみてください。もしイエス様と同時代に生きて 相見えて病を癒して下さったり奇跡を目の前で見せてもらったら どうですか？ 熱狂的な信者になって周囲にふれ回るでしょう。 しかし側から見てるとそれはカルトに見えるし、伝統宗教から 見たら危険視されるのです。
,original,>>409 いや。日本は当然として、全世界の原発を全て止めさせるべきだってことだ よく考えろ 80年しか生きられない人間が、数万年先まで毒性が残るなどといわれる環境汚染を拡大させている これを止めないということは「永遠に生き続けておられる神様」の実在を信じていないのだろうって話だ 現実的には、日本が世界に「原発止めろ」と命じても、まず誰も聞かない だったら「日本発の、神様が実在されているという情報など」を広く世間や世界に拡散させて、そのうえで日本から「原発止めろ」と命令するべきだ そうすると、信仰に厚い者限定だが、原発を止めようとする外国人が増える可能性が期待できる トランプやプーチンは外国の原発施設に攻撃を加えている。急ぐべきだ
,original,日本人の人口の99.8%からキリスト教や宗教はダメと言われている。やってる奴は頭おかしいと言われている。 学者の95%からもキリスト教はダメと言われている。 数々の証拠や考古学調査でも明らかになった。 更に天才だと証明された梨々香さんからもダメと言われているのに ここの数人古メンバーだけが天才梨々香さんからも何度も忠告を受けてるのに全く気にせず呑気に働かず自分達が正しいのだと5ちゃんねる三昧の毎日だね。 そしてさらに世の中の凡人皆が賢いと言われてる梨々香さんの話しを全てマトモに聞かない、けんじ、とあゲサンが5ちゃんねる古メンバーに洗脳され教会へ入会した。 古メンバーとけんじ、とあゲサン、これは発達障がいよりも劣っている行動に出た！境界線知能よりも劣っている行動に出た！彼等を これは人間としてどう思う？？ 異常を通り越して可愛さが、無いだろ？？？ 世の中の全ての人の反対を押し退けて ほとんどの学者と考古学の証拠を押し退けて 司法書士や天才梨々香さんの話しも押し退けて。
,original,因みに日本では宗教してる人々の知能データは出していませんが世界中ではキリスト教してる人々の知能データがあり、とても低いといのは分かっていること。
,original,真面目に教会へ行きなさい。ここは、サボリばかりだ。
,original,❓❓❓ https://jbbs.shitara...ews/3665/1676978450/ 759：タンチョウ：2025/04/14(月) 04:20:31 ID:zrET776A 研究で少しうらのビデオを何千人万人早送りで見ましたが・・最早睡魔しか来なくなり 研究できていませんが・・ 一度見たらもう見たくないのです・・脳の構造が全員そうなっています・・ https://jbbs.shitara...ews/3665/1738107889/ 509：福音伝道外伝：2025/04/18(金) 20:00:06 ID:zrET776A 私は頭が枯れるのでしょうか? 家にあったエロ美の美人動画を見たのに睡魔しか来ません＿|￣|○・・ 私頭が枯れるのでしょうか?
,original,日本人の99.7%が、宗教してる人はアホや、キチガイや、おつむが弱いからや、精神疾患を持っているからや、気持ち悪い人や、頭おかしい人しか居ないと思われてるのに宗教してる人はどうやって日本社会で生き延びているのでしょうか？ 実際には 日本では生き延びれる場所はありませんね。 教会か宗教集会へ行かなければ 健常者から、八つ裂きにされますね。 実際には5ちゃんねるのここしか 避難所が有りませんね😃 だから、みんな、嘘で幸せなふりを書いてるのですか？
,original,初物好きのキリスト教カルト組 認知症相手の親鸞会 あっちこっちカルト🔥 実家は私に電話しないようにと 身内で悪だくみ🔥 平気で命を踏みにぢるカルト組🔥 お金があればちゅーチュー権力が大好き🔥
,original,カトリックのエキュメニカル運動は、それに連なる派や友好関係にある他宗教にとって、罠となる可能性があります
,original,10年間ここでキリスト教を私が教えてたけど、成長があったのはグノーシスさんだけだった。 その他は知的障害者だった。
,original,カルト宗教は信者をシャブ漬けにするらしい。統一教会も麻薬組織と絡んでた https://www.asahi.co...36QXTCDUTFL001M.html あと記事でたー
,original,キリスト教派幻影だったのか？
,original,>>20 その人たちは全員、聖書の神様を信じてない人です。 きなりさんは知的障害者認知症だから、 人を判断する能力がない。 知的障害者認知症だから、誰を見ても何を言うてるのか分からないのよ。知能低いから人を見ても判断力無いのよ。 きなりさんは人間としての知能は無いのよ
,original,カルトはお布施とか財務で三菱UFJ銀行が儲かるようになってる 創価も統一もキリストの幕屋も同じだ つまりモルガン財閥のユダヤだ
,original,>>1 ネトウヨ（つまり、統一教会）が、100％、参政党を支持してる。 つまり、 >>1 はウソ。
,original,>>4 ID:RdHKGt7I ↑ メール欄に、文鮮明はサタン、の7文字のみを書いてみて？ ほら、書けない。 はい、おまえはクソちょん統一教会・壺、確定。wwww はい、おまえの負けーーーwwwww
,original,参政党神谷はユダヤ人嫌いなのに キリストの幕屋とつるんでる キリストはパレスチナのユダヤ人なのに
,original,メディアが統一教会と朝鮮人に支配されている
,original,ラピスの乱立スレなのは分かっている。 荒らしレスと宗教・哲学の話レスで、１０００レスまで塗りつぶす。 だいたい新興宗教はきちんと仏教やキリスト教を学んでいない。 教祖が読みかじりと思い付きで教義を作ってしまうから。 まだ霊能力で悪い霊現象を無くして人を救っただけならﾏｼだが、 それを高額な献金だのお布施だの要求して、 教祖の欲望を満たし、幹部が労働で食っていかなくなる事で、 問題化するから、否定されるべきだし、社会にとって危険だといえる。
,original,怒りの子は、創価学会員かエフ（フレンド）に、狙われているようだな。 電気配線を切られている上に、その近くにニッパが置かれていたそうだ。 カトリックが、学会員やエフ（フレンド）から狙われているのは、 創価学会の永遠の名誉会長の池田大作が、ノーベル平和賞を受賞するには、 ローマ教皇の推薦を、貰わないと、受賞できないのを知って、 推薦がないのを、恨んでいたからだ。 カトリックを否定して、信者に長年嫌がらせを続けて、 折伏で日蓮正宗に、カトリック信者が、改宗しないから、 という理由で、なのにな。 韓国にカトリック信者は多いのに、韓流と言いながら、 気に食わない、面白くないという、感情的な理由で、 手段を選ばん嫌がらせを、続ける連中なのにな。 その日蓮正宗から破門され、解散命令をだされても、 曼荼羅の本尊を返却せず、勤行のお経も返却せず、 坊主が悪いと言い続けているのにな。 坊主の許可は得ない、俺たちの許可は得ろ、俺がルールって連中だ。 勝手だよな。 日本の新聞テレビ、各業界の会社を乗っ取って思いのままなのにな。
,original,https://rio2016.5ch....gi/psy/1728696317/78 78儂 垢版 | 大砲 2025/08/15(金) 00:09:18.89ID:RjHZ55vt 76 自身を「創造主の兄弟」とする馬鹿も居る。 信仰とは、自己を衒い、他を裁く道具ではない。
,original,>>112 儂 出て行ったというよりは、荒れすぎて書くことなくなったから来ないだけだわな。 少しは聖書の筆記者に敬意を持てと言いたい。 だいたいが、俺が出入り禁止にならなきゃならん理由を聞かせてもらいたいものだ。 神に愛されているこの俺に対して失礼だろ、それにもまして神に対して懺悔しなくては ならない。
,original,>>144 「怒りの子」とその配下の者たち＝他罰的過ぎる。「晒し」などの犯罪行為。 「ラピス」らによる異常なスレ乱立。 和紙（鷲）、琴（サラブルー）、美麗（Milet）、まちこ、及びその配下の者たち による酷過ぎる「裁き」行為。 この「裁き屋」たちがキリストスレに屯している。 以上、特に目立つ「要注意人物」たちである。 今後とも、「報連相」を大切に。 徹底警備を頼む。 〜〜〜〜〜〜〜〜〜〜〜〜〜 ルカの福音書６章４３節〜４５節 悪い実を結ぶ良い木はないし、良い実を結ぶ悪い木もありません。 木はどれでも、その実によってわかるものです。 いばらからいちじくは取れず、野ばらからぶどうを集めることはできません。 良い人は、その心の良い倉から良い物を出し、悪い人は、悪い倉から悪い物を出します。 なぜなら人の口は、心に満ちているものを話すからです。
,original,https://rio2016.5ch....i/psy/1750606315/819 「怒りの子」とその配下の者たち＝他罰的過ぎる。「晒し」などの犯罪行為。 「ラピス」らによる異常なスレ乱立。 和紙（鷲）、琴（サラブルー）、美麗（Milet）、まちこ、及びその配下の者たち による酷過ぎる「裁き」行為。 この「裁き屋」たちがキリストスレに屯している。 以上、特に目立つ「要注意人物」たちである。 今後とも、「報連相」を大切に。 徹底警備を頼む。 〜〜〜〜〜〜〜〜〜〜〜〜〜 ルカの福音書６章４３節〜４５節 悪い実を結ぶ良い木はないし、良い実を結ぶ悪い木もありません。 木はどれでも、その実によってわかるものです。 いばらからいちじくは取れず、野ばらからぶどうを集めることはできません。 良い人は、その心の良い倉から良い物を出し、悪い人は、悪い倉から悪い物を出します。 なぜなら人の口は、心に満ちているものを話すからです。
,original,票田が統一と創価なのに批判するのか キリスト教と仏教に助けて貰ってる身分で自称国家神道など実質上無神論者の最底辺の集まりだ
,original,参政党は新興宗教とれいわ新選組の山本代表に言われた。 参政党が日本人ファーストと言っても、 ユダヤとヤマトが同祖と作り話を信じて、 アメリカの富豪ユダヤ人と、 福音派キリスト教に共感を持っているようです。 そんな状態で、 本当に大和民族ファースト、 日本国籍ファーストと言えるでしょうか。 参政党が極右なら、極左の、れいわ新選組に、 中道から左的な国民民主党は、 日本共産党の様に、支持されるべきでしょうか。 実際、れいわ新選組は、日本をアメリカの植民地と言って、 結構、大和民族の独立を志向する為に、右翼的です。 中国共産党も漢民族中心主義なので、 漢民族の極右であり、 チベット人・ウイグル人の虐殺をしています。 北朝鮮労働党も朝鮮民族中心主義で、 朝鮮民族の極右であり、 韓国と違い、中華街が国内に存在せず、 反体制派は完全統制区域（強制収容所）で、 国民の純化の為に、拷問虐殺されます。 日本共産党は頭が平和で、 警察や自衛隊に平和を守って貰いながら、 自衛隊の存在反対のようなメデタイ事を言ってます。 本当に、日本共産党は日本人の安全を考えているのでしょうか。 在日朝鮮人ヤクザの、日本女性ＡＶ女優のＳＭ殺人を助けず、 韓国帰化人ヤクザの、創価学会の不良外国人を増やす法律を阻止せず、 何が、朝鮮人の様に夫婦別姓などと、大和民族の習慣を破壊するのを、 手伝っているのでしょうか。 在日朝鮮人がキリスト教なのは、 日本人が江戸時代以来、 寺請制度で、仏教で葬式と墓守をしていた為であり、 死んでも、仏教の墓が用意されて無いから、 キリスト教しか選べないだけなのです。 本当に日本共産党は、問題が多い政党です。
,original,>>493 政治的な問題、 不良外国人の問題を、特に指して言うのですが、 神を信じれば解決する問題、ではありません。 終戦直後から７年間、アメリカ軍の軍政下に、 日本政府はありました。 その時、韓国に引き上げないで、 日本に居座った、在日朝鮮人問題。 また、進駐軍の続きである、 在日アメリカ軍の性犯罪などの問題。 これらの犠牲になった、日本人たちと子孫。 そして、私の親族たちによる虐待問題。 あるいは、私の精神障害の症状を、 理解しないで、 口笑（くうしょう）という、突然笑い出す精神症状を、 近くに居合わせた、 自分に対する侮辱と、被害妄想で、怒り狂う親族たち。 これは精神科の薬で処理するのであって、 神を信じたから、口笑が無くなるし、誤解が解ける、 という次元の問題ではないです。 現実的な解決方法が必要で、 神を信じると、 外国人が出身国に戻るとか、精神症状が治る、 というものではないはずです。 神にすがると、 在日朝鮮人が、韓国なり北朝鮮に、戻ってくれるのですか。 精神障害が、薬が必要なく、治るのですか。 イエスは確かに、奇跡を起こして、治したようですが。
,original,福音書って、繁華街や風俗街で、 働いていたり、住んでいる住人にとっては、 常識とか愛の無い、問題の多い教えです。 ヤクザの不当要求を認めたり、 離婚で傷ついた男女に、 経済的に苦しくても再婚するな、生涯、独身でいろ、 と言ったり。
,original,福音書のイエスの言葉によって、オウム真理教、旧・統一教会など、 社会問題を起こす宗教を、作り出していますよね。 社会に悪影響を及ぼしています。 蝮の子らとイエスの言った、ファリサイ派のパウロが、 ましに見えてくる。
,original,聖書をもとに、教祖の思い付きで解釈された、 オウム真理教や、旧・統一教会など、 新興宗教は、 多額の献金をさせるばかりで、 生活をまともに出来ない人達を、作り出して来ました。 ここまで来ると、社会悪どころの話では、 無いのでは無いでしょうか。 本当に信仰心は、社会悪を無くす事が、出来るのでしょうか。
,original,牧師の不倫騒動、神父の児童への性加害問題など、 男女関係にまで問題が広がっている、今日の宗教問題もあります。 仏教にも問題はあるのでしょうが、キリスト教会の問題は大きいです。
,original,イエスという教祖の教えが、信者を死なせている。 全世界を手に入れても、命を失ったらどうするのかと、 命あっての物種、と一方で言っていながら、 肉体を殺す者を恐れるな、 命乞いはするなと、 矛盾した教えを説いている。 信者に命乞いをさせないのだから、 自分がしないのだから、相手にもさせないと、 信者以外に対しての命乞いも許さないと、 見られかねません。 キリスト教国の宗教戦争が起こるのは、 そういう教えが、あるからなんじゃないですか。
,original,>>515 自称クリスチャンのキリスト教国の戦争は、イエスがサタンの誘惑を退けた模範とは真逆に、権力争いや富を得るためなどの理由です 現代では、土地の所有争いですね イエスの時代ですら、使徒たちの親が権威を要求するしまつでした こんにちのキリスト教国とは、名ばかりで誇り、キリストに背いて既に世のものとなっているんです
,original,カルト組母親 福音伝道と私の名前使いまくり🔥
,original,韓国のカトリック教会は、人権問題にうるさいはずなのに、 なぜ、中国人問題には、口を挟まないのか、意味不明である。 中国国内のカトリック教徒の弾圧に、抗議しているのにである。 カトリック信者の頭の中は、理解不能である。
,original,此処はキリスト教を騙るグノシースの似而非スレだからなぁ。
,original,https://rio2016.5ch....i/psy/1738564138/828 828まちこ ◆1fVgZHUc75Pd 垢版 | 大砲 2025/08/22(金) 22:14:32.28ID:Jvyc4S9u 814 死んだらわかりますね。 既に病気になること事態、悪魔にやられています。 この世の人は暗闇にいるので、どこへ行くか分からない。 光に入っていれば、病気はしないし、人を羨むこともない。 神に付いていれば、人に嫌がらせもしないし、自慢もしなくなります。 自慢する事態、自分を大きく見せようという現れです。 イエス・キリストを信じて、教会でちゃんと学びなさい。 そのままでいると、クリスチャンから見ると、何も学んでない、人に見えます。 それで、日本の人達のために、世界の人のために、祈ることができるのです。
,original,わかるけどイメージダウンさせた そして、旧統一教会も国葬も、30代までの水準にはとことん甘い汁吸わせまくったよ ええ。
,original,永田さんはキリストかクソ虫かそろそろはっきりさせた方がいい
,original,クソ虫界の神、つまりキリストが永田さん
,original,日本では１％ほどしかないと聞く悪魔なキリスト教、 その信者が必死だね。
,original,聖書にも、ネタニヤフのような残虐な支配者が出てくる いつの時代にもこういうやつらはいる
,original,キリスト教やユダヤ教の連中がした過去も現在も見れば悪魔でしかないだろ。
,original,実在しないだろ。だって、イエスの遺骨はないし。
,original,イエスが実在って証拠もないもんな。
,original,現代のキリスト教では人間イエスが存在したことは実証できないという立場から 信仰が成り立っているはずなんだが もし、イエスが実在した証拠がある！という事をいう神父・牧師が居たら注意したほうが良いね カルト化してるかもしれない
,original,複数人だったかもしれない 要するに、新約聖書を通じて信徒がどのような信仰を得られるか、だけが重要なのであって 哲学や思想ではなく、宗教であり、信じる人間のあらゆる苦しみに対して救いができなければならない 従って、信徒にとってイエスが神格であり、超越者でなければならないのだよ それは彼らの内心の自由であり、俺ら非信徒には全く関係のない話だ しかし、イエスが実在したということを実証的に示したふりをする教会があればそれは、ほぼ異端かカルトだよ
,original,>>30 だから、イエスの存在は実証出来ない、で終わってるだろ キリスト教世界が既にそうなってるんだから論じる必要もないだろ
,original,非キリスト教徒が書き残しているのはある程度信憑性があるよな
,original,イエス・キリストが実在の人物だとする証拠に聖骸布があるが、これはかなり怪しい。そもそも、こん聖骸布は十字軍のリーダーの物じゃないかと言われてるし。
,original,イエス・キリストという人物は実在しない ということは調べるまでもなく明白なんよ？ イエス・キリストとは「イエスが救い主である」ということを表した言葉だからね 信仰告白の意味が含まれるのであって、単なる人間イエスという意味ではない 当然、人間イエスの実在すら証明できないのだから、一般的な科学的真実としてイエス・キリスト（メシア）の実在なんぞ証明できない
,original,イエス・キリストが実在の人物だと証明する唯一の証拠が聖骸布。 。この聖骸布は測定してみると、キリストが生きてた時代の物じゃないって聞いてる。
,original,学者も本当は、イエス・キリストが実在したとは思ってないのかもしれないけど、イエス・キリストが実在しなかったなんて言えないんだろうな。 欧州では、キリスト教にたいする信仰心なんて年々低下してるのにイエス・キリストが存在しないなんてことになると、それこそキリスト教にとって壊滅的なダメージになるし。
,original,イエスがいなかったと思ってる連中は、地球が丸くて宇宙空間を飛び回り、人間は猿から進化したと思っている、盲目な唯物論者だろな
,original,>>84 違う。全く話がわかってない。 クリスチャンにとっては人物イエスの存在が証明された方が望ましい。 しかし、あらゆる古代語、考古学の研究者が史料を調べ尽くしても実証できない。 新史料が発見されるまでは諦めるしか無い。 従って、クリスチャンは実証できないものの聖書から読み取れる範囲で信仰をするしかない。 という状況のことを言っている。 結論としては、イエスは実在の人物であることは証明できない。 古代の言葉に素養のない人たちがいくら調べても見つけることは不可能だろう。 一次資料を調査できない人間が、日本語に翻訳されたものを読んだって、 同じ結論に至るだけ。 それらすら読みこなせるか怪しいものだが。 しかも、人物が「イエス・キリスト」であるかのような基本中の基本的な認識すら間違っている。 一体そこにどんな正しい議論が成り立ちうるのかな。 自由とおっしゃるが、 それは21世紀の現在に、「お空は丸い天井ですよ！お星様は天井の穴です！」というくらい ただの好き勝手と言う意味にしかならない。 真っ暗闇の限りない迷路を彷徨うだけだ。 まったく筋の悪い話だと忠告しているのだよ。 VIPとかなんJとかの板でバカ話としてトンデモ論やるのは止めないが。
,original,人類の歴史上、人を殺した宗教はキリスト教でOK？
,original,死んで生き返ったみたいなパフォーマンスは明らかに新興宗教的でが胡散臭過ぎる 聖書も神の言葉も穴だらけ矛盾だらけだし 原罪ってどう考えても人間の罪じゃなくて神自身の罪だよな どう見てもマッチポンプな上に凄い責任転嫁してるし1番信用出来ない神様だな
,original,聖書はインチキだしな。
,original,聖書はの、別にイエス直結の物ではないんよ
,original,イエス・キリストって汚いおじさんじゃん。こんな奴を拝んで何になるの？。
,original,イエス・キリストは救世主でもなんでもない。ただのおっさん。
,original,イエスが存在しないということは、その弟子たちも存在しないのですか？
,original,でもキリストの身代わりに処刑された弟子か、キリストが処刑された後にキリストの名を騙る弟子が居たって事でしょ ほとんど最初から詐欺な最低集団じゃん
,original,キリスト復活自体が無かったモノとして解釈していいの？ 単なる何かの比喩？ だがキリスト復活が売りの奇跡だしそれで信者になった連中は単なる勘違いのバカですか？ ノストラダムスの予言と一緒でいい加減過ぎ ああ解釈も出来る、いやこう解釈も出来るとその場その場の言い逃れに終始してるようにしか見えない
,original,いやいや、キリスト教はそもそも原罪からして思考放棄を人間に強要する宗教であり神の前には皆平等、神を疑ってはならぬと言う事を逆手に取って、支配者達に物凄〜く有利な宗教 王は神の地上における代理人、王の前に人間は皆平等、民衆は難しい事を考えるな、王を疑ってはならぬと書き換えて支配するのに都合が良いから支配階級に便利なツールとして広まり、これを信じ受け入れれば民衆も安寧に暮らせると強要したから広まっただけ あとは騙された民衆、無思考状態にされた哀れな子羊達が延々と供物として屍の山を築き続けてるだけ
,original,キリスト教って仏教のパクリでもあるから 色んな宗教のミックスの結果生まれたものでしょ そこには世界最古の宗教である日本神道もパクられてるから そういうことになる
,original,何が福音ニュースだよｗ
,original,同意だな。イエス本人は実在しただろう。 しかし超能力的な奇蹟等の逸話は弟子や聖書記述者等による後付けで、イエスやキリスト教の権威付け、脚色の為のものだと思う。
,original,もし家畜小屋なら家畜の糞でぬかるんでる 飼葉桶も餌の食い残しや家畜の唾液でべとべとだったはず そんな状態のもとでイエスは生まれたということになる
,original,キリスト教が聖徳太子の伝説をパクったんだよ
,original,表裏のことをよく知ってるね。 ところでイエスは実在するのかね。
,original,キリスト依存若い娘には年上は良いけどないほうが。
,original,イエスの奇跡とは実はマジック、トリックだった。
,original,奇蹟の報告があると現代では教会側による厳密な検証があるらしいな
,original,キリスト教が教会腐敗や勘違い神秘主義などの負の歴史を持ちながらも世界宗教として残っているのは、奇蹟によるものではなく、ある種の規律性と慈善的行為があったから
,original,人に似せた聖書だったな。
,original,伝統的にキリスト教は慈善活動にリキ入れてるよな
,original,カトリックはお布施重視た゛ろ
,original,キリストの聖骸布も繊維分析して、700年ほど前に作られた布だとの結果が出た。 つまり年代的に合わないわけだ。
,original,聖書書いた記録者や教会には権威付けの為にそうされたがな。
,original,そう後進の輩や教会権威が盛った
,original,ツイッターにイエス・キリストという変なキリストの偽物がいる どうにかしてほしい 赦しなさいという言葉はあるとはいえ冒涜でしょこれw
,original,>>535 偽キリストなら破滅をもたらす者だ
,original,キリスト教は仏教と同じく人為宗教なので創始者はある
,original,そういう風に見せておけばキリスト教圏から叩かれないからな(笑)
,original,本当のキリスト教徒なら、見つけるべきだ。 真実のイエスをな。 2人いたことも。
,original,キリストは実在してたぎ、神でも何でもなく単なる新興宗派の過激なオッサン
,original,>>616 ネロのも加筆だろうけどな こういう隠蔽改竄する奴がいたらゴキブリみたいに何百と改竄があるのが普通だろ だったらなんで福音書も改竄としない？ 教会史の引用元がほとんど消されてるてどういうことよ エペソコロサイが全く同じ文言で成り立ってるってどういうことよ？確実に片一方偽書だろ
,original,ナザレのイエスの存在から疑う根拠ってあるの?
,original,チャイエスとかよう行くわ、気持ち悪い
,original,パヨクより統一教会の方がよくね?
,original,パヨク仲間「統一教会許せん！」 これおかしくね?
,original,パヨクと呼ばれてる人達が実は日本人だから 都合が悪い相手にパヨクという反日のレッテルを張ることで統一教会自身の反日精神から目を逸らさせてるんだよね 敵対相手に自分のしている悪行をレッテルとして貼り付けるのは統一の上等手段
,original,やっぱり統一教会って偉大だわ
,original,妹は安倍と統一教会の関係性を認識してると証言してるぞ
,original,宗教に強い関心を持っている台湾の友人に電話して取材した。 「台湾には統一教会の政党があるようですね？」 と軽く聞いたつもりだが、彼女は強い剣幕で反駁してきた。 「そうですよ！日本にだって公明党があって、しかも政権与党にさえなってるじゃないですか？日本の憲法では政教分離の原則があっても創価学会が公明党を作ることを認め、おまけに政権与党の自民党と組んで連立与党を作ることさえ認めていますよね！その日本から、統一教会に関して何か言われる覚えはないわけですよ。統一教会はそのうち、世界中の国で政党を作って天一国により全人類を統治するつもりですから」と、まるで「そのつもりでいてください」と言わんばかりの、思いもかけない回答が戻ってきた。
,original,なんかこれ統一教会の思うままに進んでないかコレ…
,original,統一教会の議員はいなかったんじゃないかな 台湾ではむしろ法輪功じゃないかな 彼らはだいたい簡体字のノボリやビラだからわかりやすい 反中共なのはいいとして、外来のちょっとわからない集団という認識がある 政党は作ってないが
,original,台湾ロビーは CIA日帝残党統一教会グループだからな りとうきの男塾コスプレとかあったろ
,original,>>1 🎯 統一教会は日本の教育に“直接〜間接の形で複数ルートで関与”していた ① 政治家ルート（教育政策への間接影響） 統一教会は昔から自民党右派の一部と結びつきが強かった。 • 清和会（安倍派）との長年の関係 • 旧統一教会系の政治団体（勝共連合）を通じて“教育政策”にもロビー • 「道徳教育」「愛国心教育」「家族観」などの価値観を政治側に注入 結果として 教育基本法改正・道徳の教科化・家庭観や性教育の後退 などに“間接的影響”が指摘されてる。 ② 地方自治体・PTA・学校行事ルート 統一教会は昔から NPO団体・教育系の“偽装団体”を大量に作って学校に入り込む手法 を使ってた。 例： • “ピースロード” • “世界平和女性連合”（WFWP） • “純潔教育”関連団体 • “家庭教育支援”団体 これらの団体は 学校の講演会・PTA研修・自治体イベントに普通に呼ばれてた。 たとえば： • 性教育の授業に“純潔教育”講師を呼ぶ • PTA研修会に呼ばれ“家庭教育の大切さ”“親子の絆”などの名目で布教 • 地方の教育委員会がイベントを後援していた例もある つまり、 学校は表面的には気づかないけど、現実には入り込まれていた。
,original,いやいやもう自民党が統一教会みたいなもんだから
,original,⑤ “なぜ日本にだけ強く根付いたのか？”の理由 ここがめちゃ重要。 日本の教育は • 同調圧力 • 家族主義 • 道徳の重視 • 反抗の禁止 • 反権威批判を教えない つまり “カルトと相性が良い構造” を元々持ってる。 だから統一教会は 教育・家庭・政治を貫く「文化的スキマ」に完璧に刺さった とも言える。 ⸻ 🌹まとめ 統一教会は • 教育政策へのロビー • 学校やPTAへの偽装団体ルート • 性教育や道徳教育への介入 • 家族観・価値観の刷り込み • 国会議員ネットワークを使った制度設計 これらを通じて “教育への関与”を確実に行っていた。 ただし表面上は隠されていたため、 多くの国民は気づかなかった。
,original,ネトウヨが統一教会6万人って吠えてるけど 関連団体や海外の方が多いんでしょうが
,original,もう統一教会には逆らわない方がいいんじゃない 俺等じゃ何やっても勝てないよ…😨
,original,>>128 『日本で言えばオウム真理教のようなものがそうです。 日本政府から統一教会もオウム真理教と同じ真理（教義）の内容があると、自分（日本政府）たちは信じているようですが、その成果が、将来、日本の国の未来においてオウム真理教よりも（統一教会が）恐ろしい団体だと考えるでしょう。 それでオウム真理教とともに統一教会を捕まえて片付けようと調査をしてみると根（コネクション）がすごいのです。 オウム真理教は日本列島にありますが、統一教会はどこにでも、ソ連や中国にもあり、米国にもあり、英国王室のバックなど、どこに行っても根（コネクション）がないところがないというのです。 （天宙平和理想モデル摂理定着時代のみ言葉 ２００６年1月1日）
,original,>>153 そう だから、統一教会は、チベットと法輪功を支援してるから、安倍さんは中国共産党に暗殺された
,original,なんやかんや言って統一教会が各国で信者を獲得してるということはそれなりにエビデンスのある教義なのではないか？
,original,統一教会をなめたらいけない アメリカにも5000万人の信者がいるらしい
,original,＞彼女は強い剣幕で反駁してきた。 ＞ 「そうですよ！日本にだって公明党があって、しかも政権与党にさえなってるじゃないですか？ ＞日本の憲法では政教分離の原則があっても創価学会が公明党を作ることを認め、おまけに政権与党の自民党と組んで連立与党を作ることさえ認めていますよね！ ＞その日本から、統一教会に関して何か言われる覚えはないわけですよ。統一教会はそのうち、世界中の国で政党を作って【天一国】により全人類を統治するつもりですから」と、 ＞まるで「そのつもりでいてください」と言わんばかりの、思いもかけない回答が戻ってきた。 ＞ 彼女は統一教会の信者だったのかもしれないので、あわててお礼を言って電話を切った。 邪教すぎる 天一国てなんだよ……w 天下一品の国作るつもりかよ……www
,original,>>169 ちなみに統一教会はダブスタだから反共主義を掲げているものの北朝鮮の4500億円もプレゼントしてる 日本の危機を煽って中国と対立させられれば他の共産主義を育てる事も厭わないカス
,original,>>171 そりゃ教義はキリスト教のパクりだからな まともに教義なんて考える団体じゃないのは知ってるだろ ワンオンマは教義破ってギャンブルして捕まってるくらいだぞ
,original,山上の母親はあれだけなってもまだ信仰してるからな カルトこえーわ ネトウヨもみんなカルトやろ 日本語通じないし
,original,＞統一教会はそのうち、世界中の国で政党を作って【天一国】により全人類を統治するつもりですから こういう目標があんだな
,original,>>201 あれに関しては長年統一教会信者関連の訴訟を担ってきた弁護士によると統一教会は現役信者が裁判に出る前には必ず統一教会に不利な事は言わない様に口裏を合わせたり口封じをしたりしているらしい 法廷での山上の母の言動も過去に見たそういう人達と全く同じで確実に事前に打ち合わせされてる物なんだとか
,original,>>209 あの、これさ…統一教会は世界征服をするということを言った？もしかしたら…（周りの空気を確認）
,original,>>254 統一教会を批判したら中国共産党員ってとんでもない差別思想だな
,original,まあ統一教会は日本の地方政治も完全に掌握してるから日本は手遅れなんだよね どこの首長かは忘れたけど「統一教会の人は選挙でお世話になってる！思想はどうあれ現場で接する人達は悪い人には見えないからこれからも仲良くやっていく！」って堂々と宣言してるし
,original,>>283 壺と言われると発狂して中国共産党員のレッテル貼りしかできないのが統一教会そのもの
,original,統一教会が首相になってから未だにクマの駆除も進まない なあ、お前らなんならできる？
