topic,lang,layer,target,verb,predicate,role,context,frame_type
14,jp,window,自民党,洗脳,洗脳,unknown,"について話すべき時だろ。

旧統一教会みたいなのとズブズブの自民党の連中が、自分たちの信仰を盾に好き勝手やろうとしてるのがマジで終わってる。あんな奴らの言うことを鵜呑みにする信者がまだいるとか、救いようがねえな。

次の選挙でこいつらが議席を失う様を見るのが今から楽しみで仕方ないわw みんなで選挙行",cognitive_manipulation
0,jp,svo,統一教会,奪い,奪い 資産,agent,>>105 弱みに付け込んで安倍や統一教会が山上家の資産を奪い取ったんだって(´・ω・｀),economic_exploitation
0,jp,svo,韓国,送っ,送っ 金,patient,ENWA株式会社、WiseUp株、アイビーキャッスル株 ←元統一教会の関係者、犯〇者ウ明植の関係者。金銭問題を抱えていて、今でもマネーロンダリングで韓国にお金を送っている。,economic_exploitation
31,jp,svo,ユダヤ国際金融資本,阻止,阻止 それ,agent,>>657 おっけ こっちのコピペの方が良いってことね サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,other
31,jp,svo,中国共産党,破壊,破壊 宗教,patient,>>657 おっけ こっちのコピペの方が良いってことね サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,dehumanization
31,jp,svo,中国共産党,作っ,作っ,agent,>>657 おっけ こっちのコピペの方が良いってことね サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,other
31,jp,svo,ユダヤ人,作っ,作っ 党,agent,>>657 おっけ こっちのコピペの方が良いってことね サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,political_interference
0,jp,svo,統一教会,かかわっ,かかわっ,agent,統一教会も安倍首相も一番かかわってはいけない一族とかかわってしまったようだな 搾取相手の選択ミスだ,other
0,jp,window,統一教会,搾取,搾取,unknown,統一教会も安倍首相も一番かかわってはいけない一族とかかわってしまったようだな 搾取相手の選択ミスだ,economic_exploitation
12,jp,svo,教会,曲げる,曲げる 教え,agent,"そもそも、不貞や離婚ごときで教会が教えを曲げるほど、神の意志や我々の解釈に何か変化があったとでも言うのか？

変わったのは人間のほうだろうが。結婚というものを根本的に勘違いし、今の世の中が勝手に「結婚は使い捨ての制度」と決めつけているだけだ。カトリック信徒なら、誓いを立てる前に離婚の結果なんぞ百も承",cognitive_manipulation
12,jp,svo,教会,変わっ,変わっ,patient,"そもそも、不貞や離婚ごときで教会が教えを曲げるほど、神の意志や我々の解釈に何か変化があったとでも言うのか？

変わったのは人間のほうだろうが。結婚というものを根本的に勘違いし、今の世の中が勝手に「結婚は使い捨ての制度」と決めつけているだけだ。カトリック信徒なら、誓いを立てる前に離婚の結果なんぞ百も承",other
34,jp,svo,教会,やっ,やっ,patient,"聖書ってのはしょっちゅうカネの話が出てくるが、その大半は「私腹を肥やすと魂が腐るぞ」っていう警告だよな。

言うまでもなく、俺はああいう金ピカのネックレスした胡散臭い教祖どもが大嫌いだ。「神はあなたが金持ちになることを望んでる」とか甘い言葉で信者から全財産巻き上げる連中のことな。あんなの、イエスの教",other
6,jp,svo,教会,嬉々,嬉々 コメント,patient,"この記事書いた記者、GJ！よくぞ暴いてくれた！
で、この問題、シカゴだけの話じゃねえ、国中の問題なんだよな。教会側の最新報告書とやらによれば、2014年から2016年のたった3年間で、799人の聖職者に対して1333人の被害者が告発したってさ。笑えるのが、その報告書では、クズ聖職者どものうち何人がま",other
6,jp,svo,教皇,なっ,なっ,patient,"この記事書いた記者、GJ！よくぞ暴いてくれた！
で、この問題、シカゴだけの話じゃねえ、国中の問題なんだよな。教会側の最新報告書とやらによれば、2014年から2016年のたった3年間で、799人の聖職者に対して1333人の被害者が告発したってさ。笑えるのが、その報告書では、クズ聖職者どものうち何人がま",other
6,jp,window,教会,児童,児童,unknown,で、この問題、シカゴだけの話じゃねえ、国中の問題なんだよな。教会側の最新報告書とやらによれば、2014年から2016年のたった3年間で、799人の聖職者に対して1333人の被害者が告発したってさ。笑えるのが、その報告書では、クズ聖職者どものうち何人がまだシャバにいて、何人がブタ箱に入って、何人が性犯,sexual_abuse_frame
6,jp,svo,教会,異動,異動,patient,"マリーさん、あなたの味方です。私も以前、ある巨大宗教組織の内部にいた人間として、あなたが指摘されていることを嫌というほど目の当たりにしてきました。

あの組織は、子供や立場の弱い人々の安全よりも、自分たちの仲間内（身内）の体面を守ることの方が、いつだって大事なんです。何十年も前に世間を騒がせた性加害",institutional_rot
6,jp,window,教会,隠蔽,隠蔽,unknown,"ていません。

私は、加害者の聖職者が何のお咎めもなしに別の教会へ異動させられ、そこでまた新たな被害者を生むのを何度も見ました。問題を起こした人間を内々に辞めさせ、その一方で、上層部がそいつの再就職のために立派な推薦状を書いているのも知っています。次の職場でも、また同じ悲劇が繰り返されるだけなのに。",institutional_rot
0,jp,window,統一教会,支配,支配,unknown,実態は 統一教会という 朝鮮人勢力の ★自民党★乗っ取り ★朝鮮人による 日本政治支配★クーデターだった というのが事実,cognitive_manipulation
0,jp,window,自民党,支配,支配,unknown,実態は 統一教会という 朝鮮人勢力の ★自民党★乗っ取り ★朝鮮人による 日本政治支配★クーデターだった というのが事実,cognitive_manipulation
3,jp,svo,教会,アップデート,アップデート,agent,"マイケルさんの意見、まさにそれ。
こっちは至極まっとうなこと言ってるのに、教会の教え（笑）と違うからって、受け入れられない頭の固い連中がいるんだよな。そもそも、その教え自体が2000年も前の時代遅れな人間観に基づいた化石なんだから、話にならない。

異性愛が本人の選択じゃないのと同じで、同性愛も選択",other
0,jp,window,統一教会,詐欺,詐欺,unknown,少数 ほとんどの人は関係無いから関心の持ちようが無いのだが 統一教会の場合はカルトと言っても実態はオレオレ詐欺と同じような詐欺集団だと思えば間違いない,economic_exploitation
2,jp,svo,教会,叙階,叙階 女,patient,あり得ねえよ。教会に女を叙階する権威なんてねーから。一部の頭がおかしい司教がやってる叙階ごっこだろ、あれ。あんなのが聖職者なら、俺だって聖職者だわw,institutional_rot
0,jp,svo,統一教会,乗っ,乗っ,patient,>>179 反共の統一教会に乗っ取られているのに なぜ共産主義が日本を侵略してるのか？ 矛盾してるよね,political_interference
0,jp,svo,日本人,つか,つか 嘘,agent,>>823 安倍が損害賠償請求を起こさないから 韓国人が（統一教会が） 日本人に嘘をつかない 統一教会は日本人を騙したりしないって信じるようになる人がいるなら 効果覿面だな 俺と同じように安倍もお前の信仰の理由を知ったら驚くんじゃないの？,cognitive_manipulation
0,jp,svo,統一教会,つか,つか 嘘,agent,>>823 安倍が損害賠償請求を起こさないから 韓国人が（統一教会が） 日本人に嘘をつかない 統一教会は日本人を騙したりしないって信じるようになる人がいるなら 効果覿面だな 俺と同じように安倍もお前の信仰の理由を知ったら驚くんじゃないの？,cognitive_manipulation
0,jp,svo,日本人,騙し,騙し,patient,>>823 安倍が損害賠償請求を起こさないから 韓国人が（統一教会が） 日本人に嘘をつかない 統一教会は日本人を騙したりしないって信じるようになる人がいるなら 効果覿面だな 俺と同じように安倍もお前の信仰の理由を知ったら驚くんじゃないの？,cognitive_manipulation
0,jp,svo,統一教会,知っ,知っ 理由,agent,>>823 安倍が損害賠償請求を起こさないから 韓国人が（統一教会が） 日本人に嘘をつかない 統一教会は日本人を騙したりしないって信じるようになる人がいるなら 効果覿面だな 俺と同じように安倍もお前の信仰の理由を知ったら驚くんじゃないの？,other
0,jp,svo,自民党,自称,自称,patient,統一教会そのものはKCIAが作って 東西冷戦下ではCIAと、そのエージェントである岸信介らに庇護された 愛国者の党を自称していた自民党が反日の元締めのような文鮮明を崇めていたのは皮肉な歴史的事実 東西冷戦終結でCIAに捨てられた統一教会は 教義だった反共まで捨てて北朝鮮金日成と義兄弟になってしまう（,cognitive_manipulation
0,jp,svo,自民党,崇め,崇め 鮮明,agent,統一教会そのものはKCIAが作って 東西冷戦下ではCIAと、そのエージェントである岸信介らに庇護された 愛国者の党を自称していた自民党が反日の元締めのような文鮮明を崇めていたのは皮肉な歴史的事実 東西冷戦終結でCIAに捨てられた統一教会は 教義だった反共まで捨てて北朝鮮金日成と義兄弟になってしまう（,other
0,jp,svo,統一教会,捨て,捨て,agent,統一教会そのものはKCIAが作って 東西冷戦下ではCIAと、そのエージェントである岸信介らに庇護された 愛国者の党を自称していた自民党が反日の元締めのような文鮮明を崇めていたのは皮肉な歴史的事実 東西冷戦終結でCIAに捨てられた統一教会は 教義だった反共まで捨てて北朝鮮金日成と義兄弟になってしまう（,moral_accusation
0,jp,window,統一教会,詐欺,詐欺,unknown,統一教会そのものはKCIAが作って 東西冷戦下ではCIAと、そのエージェントである岸信介らに庇護された 愛国者の党を自称していた自民党が反日の元締めのような文鮮明を崇めていたのは皮肉な歴史的事実 東西冷戦終結でCIAに捨てられた統一教会は 教義だった反共まで捨てて北朝鮮金日成と義兄弟になってしまう（,economic_exploitation
0,jp,window,自民党,詐欺,詐欺,unknown,ジェントである岸信介らに庇護された 愛国者の党を自称していた自民党が反日の元締めのような文鮮明を崇めていたのは皮肉な歴史的事実 東西冷戦終結でCIAに捨てられた統一教会は 教義だった反共まで捨てて北朝鮮金日成と義兄弟になってしまう（笑 あんなものを宗教だと言ってるのは日本くらいで 世界中が詐欺ビジネ,economic_exploitation
0,jp,svo,統一教会,構わ,構わ,patient,解散命令近い統一教会のなりふり構わぬサナエアゲ惨めだねえ,moral_accusation
18,jp,window,カトリック,狂信,狂信,unknown,"スだのファシストだの、反ユダヤ主義、人種差別主義者、狂信的なカトリック信者にはこれまでも出くわしてきました。でも、どんなに悍ましくても、そいつらは少なくとも「キワモノのキチガイ」として片付けられた。もう明らかにそんな時代じゃない。

キワモノが主流になり、壮大な野望を抱くカトリックの白人至上主義者が",cognitive_manipulation
3,jp,svo,教会,切り,切り 人,agent,"で、続きだが…こういう手合いにとって「慈悲」なんつー概念は、そりゃ理解不能だろうな。
罪人が気持ちよくなるために、神の「不変の法」（笑）とやらを無視する行為、それが慈悲だろ？ってか？
「法によればお前は生まれながらの悪だ」と断罪されても、それでも愛そうとしたり、祈ろうとしたり…そういう健気な努力なん",moral_accusation
28,jp,svo,教皇,見える,見える,agent,"今の教皇が独裁者なのは間違いない。
こいつのせいでベネディクト前教皇がただのヘタレに見えるレベル。

今回の件については俺も同意するが、
「つまずきをもたらす者は裁きを受ける」みたいなキリストの言葉、完全に自分の都合で使う相手を選んでるだろ。ダブスタも大概にしろよ。",other
5,jp,window,教会,裏切,裏切,unknown,"制定した、と。十字架の犠牲を後の世まで云々、愛する花嫁である教会に死と復活の記念を云々…愛の秘跡だの、一致のしるしだの、慈善の絆だの、キリストが食され、心は恵みで満たされ、未来の栄光が我らに…とかなんとか。
（※聖木曜、聖金曜、復活祭に言及してる点に注目な。で、トリエント公会議の教えと比べてみろよ。",moral_accusation
0,jp,svo,日本人,あっ,あっ,patient,つーかxとかヤフコメも統一教会と関わりのある政治家を批判するニュースや投稿に対してだけ異常な量のコメントつくよな しかも内容は進次郎のアレみたいにテンプレがあるのか ・そう思ってるのお前だけ ・君はそう思うんだ ・○○さん(投稿者)ってこういうこと言う人だったんだ ・いいえ、違います みたいな同じ様,other
0,jp,svo,統一教会,及ぼし,及ぼし 害悪,patient,山上兄妹にも安倍にも統一教会にも多大な害悪を及ぼした母親 なぜ今安全に生存できてるんだ？,moral_accusation
0,jp,window,統一教会,害悪,害悪,unknown,山上兄妹にも安倍にも統一教会にも多大な害悪を及ぼした母親 なぜ今安全に生存できてるんだ？,moral_accusation
23,jp,svo,キリスト教,洗礼,洗礼,patient,キリスト教って洗礼されないと地獄行きちゃうんけ,other
0,jp,svo,統一教会,批判,批判,patient,>>488 統一教会を批判するのは左翼認定されるからな そしてそれを真に受ける馬鹿日本人だらけ,moral_accusation
0,jp,svo,統一教会,やっ,やっ,agent,統一教会がやってることって🟥🏺カルトがやってることと同じだと思うけど なんで🟥🏺が怒ってんの？,other
0,jp,svo,統一教会,展開,展開,patient,>>29 こんなの台湾でなんも影響力無いよ でもやたらと統一教会の陰謀論展開する人いるよな 台湾のことなんかなんも知らんくせに,political_interference
0,jp,svo,統一教会,なっ,なっ,agent,統一教会は世界から金集めて北朝鮮に送りミサイルつくらせてた ミサイルはロシアやイランに北朝鮮から供与されユダヤ人の脅威になっていた,other
32,jp,svo,教会,通う,通う,patient,さらに軍事政権は自らを道徳とキリスト教の信託管理者であるとして、アテネ大主教のクリソストモス2世を解任し最高宗教会議を解散、軍事政権が新たに自らに都合の良い人々を任命した。そのため、少年の長髪、少女のミニスカートが非難され、教会へ通う事が命令されるような状態に至った。さらに女優メリナ・メルクーリは政,other
0,jp,svo,統一教会,擁護,擁護,patient,母親の献金総額は1億を大きく超えてなんと1億6千万 山上が高３で大学進学の年に全財産献金し住んでた家も売って一家離散 山上は大学を断念 これでも統一教会を擁護してるようなネトウヨは人の心を持たない獣だな,institutional_rot
0,jp,window,統一教会,献金,献金,unknown,献金し住んでた家も売って一家離散 山上は大学を断念 これでも統一教会を擁護してるようなネトウヨは人の心を持たない獣だな,economic_exploitation
2,jp,svo,教会,言っ,言っ,patient,"女性司祭の問題をすっ飛ばして、妻帯者の男性司祭を認めろとか、どの口が言ってんだか。そもそも信者が減って献金も先細りなのが見えてるのに、家族持ちの聖職者を養う金がどこにあんだよ。そんな現実も無視か。

「普遍的教会」とか偉そうなこと言っときながら、こういう時だけ自分たちの都合のいい理屈をこねくり回す。",cognitive_manipulation
2,jp,window,教会,献金,献金,unknown,"者を養う金がどこにあんだよ。そんな現実も無視か。

「普遍的教会」とか偉そうなこと言っときながら、こういう時だけ自分たちの都合のいい理屈をこねくり回す。単細胞すぎるだろ。世界は家父長制だって言うけど、この組織の時代錯誤な男尊女卑っぷりも大概だぞ。

「ローマは一日にして成らず」とか言うなら、まず先に",economic_exploitation
8,jp,svo,教会,固執,固執,agent,カトリックのお偉いさん方が避妊と中絶をごっちゃにしてるのは、マジで問題だと思う。そのせいで、カップル（特に女性）が自分の人生を計画する上で避妊がいかに重要かっていう、まともな議論ができなくなってる。多くの人にとって、子供が増えすぎれば貧困が深まるだけだし、その子供たちも貧乏から抜け出すチャンスがなく,moral_accusation
0,jp,svo,日本人,巻き,巻き,patient,安保闘争の頃から自民党の実行部隊として戦っていて 選挙では自民党清和会の応援をしていて、安倍が統一教会票（統一教会の信者数と言うよりそれが集める票）を差配するくらいの関係性で 一兆円近い金を日本人から巻き上げて資金として使っていて 直接安倍が後ろ盾として教祖を讃えるビデオメッセージを送るほどの関係性,cognitive_manipulation
31,jp,svo,ユダヤ国際金融資本,阻止,阻止 それ,agent,>>651 当たり前 サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,other
31,jp,svo,中国共産党,破壊,破壊 宗教,agent,>>651 当たり前 サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,dehumanization
31,jp,svo,ユダヤ人,作っ,作っ 党,agent,>>651 当たり前 サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,political_interference
31,jp,svo,中国共産党,作っ,作っ,patient,>>651 当たり前 サタンとは、ユダヤ共産主義のことだから ユダヤ国際金融資本が、ルシファー悪魔主義で世界統一狙ってる それを阻止するのが統一教会 だから、中国共産党は、中国でキリスト教、お寺、など全ての神の宗教を破壊してる訳 ユダヤ人が中国共産党を作ったから,other
0,jp,svo,統一教会,置い,置い 距離,patient,>>668 安倍ちゃんは不思議な愛嬌あったけど売国奴だったっていい加減認めましょうよ 教祖が日本人の奴隷化や絶滅さえ口にする反日反社韓国カルトとの癒着は如何なる言い訳も立たつ筈もないんだから 小泉政権官房長官時代は警戒して統一教会とは距離を置いてたが、其れって統一教会の悪行を知ってて第二次安倍政権で,other
6,jp,svo,神父,受け,受け,patient,"聖職者による性的虐待被害者の会（SNAP）みたいな支援団体がなかったら、自分が神父から受けた性的虐待なんて、一生声を上げられなかっただろう。会の代表たちには、本当に感謝しかない。

そもそも、教会の指導者たちが治外法権みたいになってることが、常軌を逸してるんだよ。あいつらは自分に子供がいないから、子",other
6,jp,window,神父,性的虐待,性的虐待,unknown,"待被害者の会（SNAP）みたいな支援団体がなかったら、自分が神父から受けた性的虐待なんて、一生声を上げられなかっただろう。会の代表たちには、本当に感謝しかない。

そもそも、教会の指導者たちが治外法権みたいになってることが、常軌を逸してるんだよ。あいつらは自分に子供がいないから、子供の無垢さの価値が",sexual_abuse_frame
6,jp,window,教会,性的虐待,性的虐待,unknown,"だろう。会の代表たちには、本当に感謝しかない。

そもそも、教会の指導者たちが治外法権みたいになってることが、常軌を逸してるんだよ。あいつらは自分に子供がいないから、子供の無垢さの価値が全く分かってない。

まともな神父や司教もいるにはいる。でも、声を上げたら最後、組織の中で異端者扱いされて潰される",sexual_abuse_frame
0,jp,window,統一教会,詐欺,詐欺,unknown,の詐欺事件」と言われているが、 『朝鮮人の文 鮮明が起こした統一教会（現称：世界平和統一家庭連合）事件』こそが「史上最大の詐欺事件」＊３ だ。 ＊３ 紀藤正樹「被害の救済を」 被害者が20万人、平均の被害額が5千万円だとすると、被害総額は10兆円。 （ちなみに今、「総工費10兆円の日韓トンネルの建設,economic_exploitation
0,jp,window,統一教会,献金,献金,unknown,の詐欺事件」と言われているが、 『朝鮮人の文 鮮明が起こした統一教会（現称：世界平和統一家庭連合）事件』こそが「史上最大の詐欺事件」＊３ だ。 ＊３ 紀藤正樹「被害の救済を」 被害者が20万人、平均の被害額が5千万円だとすると、被害総額は10兆円。 （ちなみに今、「総工費10兆円の日韓トンネルの建設,economic_exploitation
0,jp,window,統一教会,マインドコントロール,マインドコントロール,unknown,の詐欺事件」と言われているが、 『朝鮮人の文 鮮明が起こした統一教会（現称：世界平和統一家庭連合）事件』こそが「史上最大の詐欺事件」＊３ だ。 ＊３ 紀藤正樹「被害の救済を」 被害者が20万人、平均の被害額が5千万円だとすると、被害総額は10兆円。 （ちなみに今、「総工費10兆円の日韓トンネルの建設,cognitive_manipulation
0,jp,svo,統一教会,指定,指定,agent,統一教会は元々公安の最重要監視対象に指定されていたのに 第一次安倍政権でその公安のマークが解除され 第二次安倍政権ではずっと拒否されてきた名称変更が許可され被害者が急増 後に総理大臣が堂々とビデオでマザームーンを称賛し忠誠を誓い 取り締まる側の公安のトップまでもが統一教会イベント開催呼びかけ人を務め,other
1,jp,window,トランプ,不正,不正,unknown,なんか、急激にトランプ一味が追い詰められつつ在る感じだな。 やはり、支持率が明らかに低下してきてるのが大きな要因となっているんだろう。今まで批判的な事を言わなかったオバマや ハリソン・フォードに加えて、新ローマ教皇まで。そして、今まで、トランプ一味の一員と見なされてきてた連邦最高裁の 保守派判事ども,institutional_rot
0,jp,svo,安倍晋三,寄せ,寄せ,agent,>被害者が安倍氏だったことは不思議に思わなかったかとの問いには、「不思議に思いませんでした。母の部屋に安倍元首相が表紙の旧統一教会の機関誌がありました。 >信者の叔母から、選挙時に自民党の特定の候補に入れてほしいと言われたこともあります」と答えた。 旧統一教会と安倍晋三がどれだけ悪辣なことをしてきた,other
0,jp,svo,統一教会,癒着,癒着,patient,>被害者が安倍氏だったことは不思議に思わなかったかとの問いには、「不思議に思いませんでした。母の部屋に安倍元首相が表紙の旧統一教会の機関誌がありました。 >信者の叔母から、選挙時に自民党の特定の候補に入れてほしいと言われたこともあります」と答えた。 旧統一教会と安倍晋三がどれだけ悪辣なことをしてきた,institutional_rot
0,jp,svo,統一教会,持っ,持っ 関係,patient,>被害者が安倍氏だったことは不思議に思わなかったかとの問いには、「不思議に思いませんでした。母の部屋に安倍元首相が表紙の旧統一教会の機関誌がありました。 >信者の叔母から、選挙時に自民党の特定の候補に入れてほしいと言われたこともあります」と答えた。 旧統一教会と安倍晋三がどれだけ悪辣なことをしてきた,other
0,jp,svo,安倍晋三,殺さ,殺さ,agent,>被害者が安倍氏だったことは不思議に思わなかったかとの問いには、「不思議に思いませんでした。母の部屋に安倍元首相が表紙の旧統一教会の機関誌がありました。 >信者の叔母から、選挙時に自民党の特定の候補に入れてほしいと言われたこともあります」と答えた。 旧統一教会と安倍晋三がどれだけ悪辣なことをしてきた,dehumanization
15,jp,svo,ローマカトリック教会,思っ,思っ,agent,>>312 ローマカトリック教会が666の獣とは思ってないが、 日本の司教たちは教理とは逆のことばかりする。 LGBTの擁護、自死者のためのミサ、反戦と反核の場違いな偶像崇拝、など。 部外者から見るとカトリックは反キリストに見えるのでは？,other
15,jp,svo,カトリック,見える,見える,agent,>>312 ローマカトリック教会が666の獣とは思ってないが、 日本の司教たちは教理とは逆のことばかりする。 LGBTの擁護、自死者のためのミサ、反戦と反核の場違いな偶像崇拝、など。 部外者から見るとカトリックは反キリストに見えるのでは？,other
8,jp,window,カトリック,支配,支配,unknown,"の避妊具はズボンのジッパーだ」とか言ってたらしいし。

特にカトリック系の中絶反対派で、避妊を認めてる奴がほとんどいないって事実を見るとさ、どうもあいつらにとっては、歪んだ道徳的等価のパラダイムの中で「セックスの罪深さ」と「中絶の邪悪さ」がマジで同レベルなんじゃないかと思えてくる。俺の考えすぎか？ま",cognitive_manipulation
0,jp,svo,統一教会,次い,次い,patient,ワールドメイトって、例の、「みすず学苑」の人のところだけど、ちょっと調べたら宗教法人の認可がずーっと下りなくて、やっと下りたのが2012年の民主党政権下。 そう考えると立憲民主党への献金の多さも…なんつって。 ちなみに霊感商法の被害相談件数も紀藤弁護士によると旧統一教会に次いで多いそーな・・。 ht,other
0,jp,window,統一教会,献金,献金,unknown,って。 ちなみに霊感商法の被害相談件数も紀藤弁護士によると旧統一教会に次いで多いそーな・・。 https://x.com/cynany...714679517184?lang=ja,economic_exploitation
0,jp,svo,統一教会,決定,決定,agent,>>347 そういう会社で人間みたいな顔してのさばってる不届きものがいるのがいけないんだよ。その会社の人間は生きてるだけで罪。息をするだけで罪。 なんではやく霊界にいかないの？統一教会が犯罪者の集団って決定したじゃないか。,other
38,jp,svo,キリスト教,殺し,殺し,patient,>>13 キリスト教の総本山はイスラエルじゃなくてローマだろ。 イスラエルはキリストを殺したユダヤ人の国じゃねーか。 ばーか。,dehumanization
0,jp,svo,統一教会,やっ,やっ,patient,動画で紹介されていますが関西にあるキリスト教会、やっている事が統一教会なみにひどいです。 宗教二世の方の悲痛な実体験をつづられています。 https://youtube.com/...?si=Zdmb6sdgYesWfMpg,other
0,jp,svo,統一教会,殺し,殺し,agent,日本人洗脳して金巻き上げてた統一教会は悪だし山上は人殺してるんだから悪だしズルズル広告塔やってた安倍は馬鹿だしみんな社会からいなくなってよかったじゃん ドンマイ！次行こ次！,dehumanization
0,jp,svo,日本人,殺し,殺し,patient,日本人洗脳して金巻き上げてた統一教会は悪だし山上は人殺してるんだから悪だしズルズル広告塔やってた安倍は馬鹿だしみんな社会からいなくなってよかったじゃん ドンマイ！次行こ次！,dehumanization
0,jp,window,統一教会,洗脳,洗脳,unknown,日本人洗脳して金巻き上げてた統一教会は悪だし山上は人殺してるんだから悪だしズルズル広告塔やってた安倍は馬鹿だしみんな社会からいなくなってよかったじゃん ドンマイ！次行こ次！,cognitive_manipulation
0,jp,window,日本人,洗脳,洗脳,unknown,日本人洗脳して金巻き上げてた統一教会は悪だし山上は人殺してるんだから悪だしズルズル広告塔やってた安倍は馬鹿だしみんな社会からいなくなってよかったじゃん ドンマイ！次行こ次！,cognitive_manipulation
1,jp,svo,トランプ,支持,支持,patient,"カトリックの司教様方は、自分たちが推してた「生命尊重派」の大統領候補が、いざ当選したら移民にあれほど冷たくなるとは予想だにしなかったと。ちゃんちゃらおかしいわ。

おいおい待てよ、トランプがあの「壁」の話を最初にぶち上げたのは、大統領選に出馬表明した2015年の6月だろ？ 忘れたとは言わせねえぞ。
",other
6,jp,window,教会,性的虐待,性的虐待,unknown,"この記事、聖職者による性的虐待やそれを隠蔽する教会組織を批判してる点は評価できる。だが、根本的な問題を見落としてる。

「法律や方針は更新されたが、人々の心や考えはそうではない」、か。確かにその通りだろう。

記事では「このスキャンダルを過去のものにすることを妨げているのは、男性中心の聖職者文化だけ",sexual_abuse_frame
6,jp,window,教会,隠蔽,隠蔽,unknown,"この記事、聖職者による性的虐待やそれを隠蔽する教会組織を批判してる点は評価できる。だが、根本的な問題を見落としてる。

「法律や方針は更新されたが、人々の心や考えはそうではない」、か。確かにその通りだろう。

記事では「このスキャンダルを過去のものにすることを妨げているのは、男性中心の聖職者文化だけ",institutional_rot
0,jp,svo,自民党,レス,レス,agent,>>24 霊感商法弁護士連を政府ご意見役に就かせたのは鳩山由紀夫 民主党は統一教会に否定的、自民党は統一教会下部組織 いい加減なことばかりレスしてんじゃねーよ,other
2,jp,svo,教会,服従,服従,patient,"そりゃ、神が神であることを誰にも止められないのは当たり前だ。だが、キリストと教会の「大いなる神秘」とやらの核心は、神が〝自ら進んで〟教会に服従し、聖職者を任命する権限をすべて教会に委ねたという点にある、らしい。

個々の女性がどう傷つこうが知ったこっちゃない、と。むしろ、聖職位階に女性的な存在が欠如",cognitive_manipulation
2,jp,svo,教会,委ね,委ね 権限,patient,"そりゃ、神が神であることを誰にも止められないのは当たり前だ。だが、キリストと教会の「大いなる神秘」とやらの核心は、神が〝自ら進んで〟教会に服従し、聖職者を任命する権限をすべて教会に委ねたという点にある、らしい。

個々の女性がどう傷つこうが知ったこっちゃない、と。むしろ、聖職位階に女性的な存在が欠如",political_interference
0,jp,svo,安倍晋三,喜ん,喜ん,agent,何たって与党自民党が統一教会のお友達ですから(笑) そりゃ日本右翼が日本に連れ込んだ統一教会ですから岸信介が爺さんの安倍晋三は 喜んで統一教会を囲むだろう だから暗殺された 良い事ですよ少しは世の中が良くなったものね(笑),other
0,jp,svo,統一教会,囲む,囲む,patient,何たって与党自民党が統一教会のお友達ですから(笑) そりゃ日本右翼が日本に連れ込んだ統一教会ですから岸信介が爺さんの安倍晋三は 喜んで統一教会を囲むだろう だから暗殺された 良い事ですよ少しは世の中が良くなったものね(笑),other
0,jp,svo,統一教会,関係,関係,patient,フォーバルって東証1部上場会社は 統一教会会員へ 中古 FAXを リース組ませて信者に購入させていた会社が 前身だと聞いてますが、 今のフォーバル は 統一教会と関係あるのでしょうか？ 日本人を 今だに騙して不要なOA・ネットサーバー・セキュリティ機器・電話機材を 市価の100倍で 売りつけたり、老,other
0,jp,svo,日本人,騙し,騙し,patient,フォーバルって東証1部上場会社は 統一教会会員へ 中古 FAXを リース組ませて信者に購入させていた会社が 前身だと聞いてますが、 今のフォーバル は 統一教会と関係あるのでしょうか？ 日本人を 今だに騙して不要なOA・ネットサーバー・セキュリティ機器・電話機材を 市価の100倍で 売りつけたり、老,cognitive_manipulation
