cluster_id,original_en
46,"<I think the issues like birth control, homosexuality, divorce and remarriage are too important NOT to leave them to the successors of the apostles.>
But the church has moved on. Nobody, or almost nobody, knows or cares what these guys think about human sexuality.  I'm not even arguing that that's a good thing; but it's a true thing.  By failing to attend to the contributions of scholarship, history and experience, the bishops have forfeited their right to be taken seriously on these issues.
The interesting thing is that their teaching on social issues is received more favorably precisely because it is proposed more humbly; nobody threatens someone with eternal damnation for opposing the social teaching of the church -- but masturbation gets you a ticket to hell. Preposterous.  No reasonable person believes that, but the church teaches it."
47,"Now this, unlike demonizing those who believe current immigration practices to be harmful, is what Catholics are called to do."
47,"True this is a Catholic publication...and since this nation is an enlightened culturally diverse nation respecting all;   its values exceed reputed Christian values with civil values which are humane, decent, accepted and respected and known as universal values of good will directed to universal care health, fitness, financial relief, housing, safety, education and so forth.
When the church directs its activities to charities, housing, hospitals,  nursing homes it is to be applauded.  When the church invades the political spectrum filing suits contrary to the benefits bestowed upon citizens by ACA, civil unions, medical research eg. stem cell research, labeling its faithful as disordered, one issue voting, denial of its sacrament to divorced and remarried,  it is not doing so well.
Finally, a number of bishops have found a silent voice and have come forth loudly in support of immigration...what is needed are more 'profiles in courage'..specifically regarding the corporal works of mercy"
47,"We can be glad that such a high Catholic authority in America, Timothy Cardinal Dolan, has endorsed the position that the Bible is THE spiritual authority that should govern the lives of Christian believers. My Bible condemns lawlessness in no uncertain terms; thus, while we must always care for those in need, we can never provide political cover and support for known unrepentant law breakers, aka illegal aliens.
Bannon was correct in perceiving an unspoken motive behind the Catholic Church's support for illegal immigration, but he missed the mark on the actual motive...economics is secondary, while their true primary motive is political power! Always has been, always will be. The RCC ever seeks self-aggrandizement and the power to compel others to follow the dictates for their unholy papal dominion. Thus, support for primarily Catholic illegal immigrants is a bold-faced calculation to increase Catholic influence at the ballot box and in the halls of political power!"
47,"So, given your attitude to the Catholic Church, may I take it that you support stringent immigration control?"
47,This Catholic supports President Donald J. Trump on his actions regarding ILLEGAL IMMIGRANTS and our sovereign borders.
48,"Are you kidding me ? One of their "" strongest concerns "" is Trump releasing his taxes ?  How does that improve Alaskan lives ?  These women are over the top goofballs .  Even you should be able to see that. Thank goodness they live in Juneau / San Franciso North ."
48,"You can't run as a ""progressive"" out one side of your mouth, be an unquestioning rubber-stamp for the PPB out yet another, and give money, time, and labor uncritically to a church that hates LGBTQ people, disabled people, and believes mixed-race marriages aren't okay out yet another.

Bailey failed spectacularly because Portland voters don't like hypocrites, and I can't think of anyone more hypocritical in this or any race. Perhaps it's time to consider something other than politics, Mr. Bailey, or potentially washing your hands of a church that's proud of the hate it preaches and shameless in the harm it does...and maybe reconsidering why unfettered police power is a good idea...and maybe realizing that there's a whole Portland east of Chávez that you ignored in your campaign. 

I'm not happy another candidate didn't make the runoff, but I'm on my knees thanking God, not the angry hateful Imago Dei """"God"""", but God as the Bible tells me, that Creepy Jules can't be Mayor at this point."
48,"Everything you said is perfectly true, now what?? I've emailed Seattle's Mayor many times. His idea of affordable housing is out of reach for gethe majority of our homeless. Now I read that contractors can pay a fee and avoid holding a percentage of units for low income.
We at Lake City Christian have been sheltering three families living in their RVs and have received complaints because it looks messy which it does. Life is messy especially when living in a confined space. Basically many want them to go away so we don't have to look. Go where??? On the street they are forced to move every couple of days. God change people's hearts. Become real Christians as in following our Lord.
Malinda ewis"
48,"What does moving our tax dollars to religious organizations that are worse at educating our children, make government smaller?  It sure doesn't make my hard work to earn it any easier. DeVos is a inherited rich evangelical that has her own agenda (it is not America) and Trump gave her the position because she paid $200K for it. As for ""Feelings"" about the size of government. Here are the facts, you feelings are wrong...
http://www.businessinsider.com/how-big-is-our-government-2012-7?op=1/#eryone-hates-the-government-these-days-all-those-lazy-faceless-bureaucrats-taking-our-money-wasting-it-racking-up-huge-debts-we-cant-afford-to-pay-1"
48,"The ethically broken compass part-time mayor/part-time banker sees no problem with and has zero issues with doing things that will offend the proper sensibilities of normal citizens who are obligated to abide by societal protocols, rules and laws.

Just another notch on the Cadwell cane of ineptitude, hubris and unbridled corruption.

Good choice Kirky...you must either be a Christian above other Christians by turning the other cheek or owe Mr. Alexander something big. Why does this small rock feel an obligation to recycle every has been, loser or convicted criminal...INTO GOVERNMENT???"
49,"""And why don’t we hear the bishops loud and clear with this message?""

Because the bishops got everything they wanted from the election of Donald Trump:  new Supreme Court justices will eventually be appointed who will end abortion and same-sex marriage, and Catholic institutions will eventually no longer be required to pay for contraceptive coverage. Eventually. So their work is done."
49,"Time for bishops to show they have cojones and vote against the culture warriors and pick someone who stands for Pope Francis' vision for the church.  Any other vote sends a twofold message, yet with the same content, one to Pope Francis, and one to the Body Catholic on these shores: take it or leave it, we will obstruct until death.

A wise Jesuit theologian, who taught in Chicago many years ago, once has said that, if there would occur a schism in the Catholic Church, it would be in North America.  

Let's wait and see, and hope that a sage USCCB vice president will be elected.  If the list in the article is any guidance, then I am not optimistic.  

There is the real danger that it could come to this: where these obstructionist hierarchs are, the Church is not.  That would be, in fact, a schism.  Caused by fearful, faithless (trust-less, without ""pistis"") bishops.  To not obey them would be the moral obligation for each self-respecting Catholic."
49,"RE: Boston Globe commentary: ""For some Catholics, endorsements from the pulpit don't work""

The author is right on target.  In fact, prelate pulpit political endorsements imply that the laity are too stupid and spiritually vapid to sort out complex issues for themselves,  and should instead obey the voting dictate of the local bishop... a man whose first and only allegiance is to Rome, not U.S. representative democracy.   I've watched our own local bishop happily go down the rightwing culture war rabbit hole of conspiracy theory more than once while issuing letters on how to vote on issues and candidates.  His tunnel vision and lack of regard for complexity is astonishing.   The olds days of blind obedience to prelates are over...  it's no wonder that certain retro-bishops and their followers long to return to the 1940s and 50s... no one would actually have to learn and think."
49,"Rita , the US bishops, for the most part, are not really Christians or Catholics- they are Right Wing GOPers masking as such. The fact that only two guys had the guts to say something  about what just happened this weekend speaks volumes. They are only interested in PELVIC issues, money intake and living lavishly - nothing else really matters. So don't look for guidance or kindness coming out of the mouths of these boyos. Shame, shame, shame on them. Same sort of thing happened back in the days of Hitler - nothing new and see what happened."
49,"When California Episcopalians need a new bishop the whole diocese [state] is linked-up on the internet so that everyone who is interested can participate.  Pandora17, you need to extricate yourself once in awhile from your Catholic bubble: if you don't think that there is NOT a ton of politicking going on for every diocesan appointment, every papal election, then I have empty church property I can sell you.  The point is P-17: the politicking among the hierarchs just needs to be shifted to the PEOPLE - where it belongs!  Besides, it is the hierarchs's leadership that brought us the serial sexual abuse and exploitation of children by priests - the greatest scandal and assault on the Gospel since the crusades and the torturous and murderous Inquisition.  What do Catholics have to loose?"
