doc_id,topic,lang,text_preview,bias_harm,bias_fairness,bias_loyalty,bias_authority,bias_sanctity,bias_realistic_threat,bias_symbolic_threat
2820,1,jp,前の政権じゃ、教会の福祉団体やらリベラル派が幅を利かせてた。で、保守派の騎士団とやらは中絶反対運動に大金つぎ込んで、結果がアレだ。どうせ中絶なんて減らせもしない,0.101294,0.117403,0.057113,0.06255,0.098337,-0.023336,-0.046744
2821,18,jp,ジョアンさん、それ、私がずーっと言ってたことだよね。別に私の手柄じゃないけど、例のカトリック系メディアも最近は新しいライターとか入れて、やっとマシになったみたい,0.063117,0.084133,0.023863,0.033079,0.07667,-0.030131,-0.035906
2822,0,jp,ここまで家庭を破壊出来るんだな宗教って 過ぎ去った時間はもう取り戻せないぞ なんて事をしたんだ統一教会は,0.039707,0.068408,0.01255,0.00862,0.063265,-0.018195,-0.050519
2823,2,jp,ジェンダーがスペクトラムなのはもはや常識だろ。で、教会を牛耳ってる連中は、間違いなくそのスペクトラムのド端っこにいる。女とか、妻帯者の男とか、とにかく自分たちと,0.064182,0.070565,0.036272,0.040449,0.078804,0.015301,-0.019947
2824,2,jp,そもそも教会が「女性は司祭になれない」と教義で確定させてるんだから、議論の余地ないんだよ。,0.073912,0.098319,0.032499,0.052671,0.100015,-0.003188,-0.036805
2825,0,jp,天皇家一族にはさらにタブー、闇とされていることがあります。 それは日本の政治にも大きく関わる総理大臣と天皇系一族は大きな関係があるという事です。 画像から見て頂,0.073411,0.07965,0.042577,0.07147,0.077364,-0.010743,-0.019391
2826,0,jp,カルト宗教は信者をシャブ漬けにするらしい。統一教会も創価学会も悪魔崇拝も麻薬組織と絡んでた https://www.asahi.co...36QXTCDUTFL,0.062986,0.076367,0.019283,0.032453,0.051785,-0.061276,-0.102816
2827,25,jp,アメリカ政府が積んできた予算。 https://www.bbc.com/...rticles/c2319gxr9eno 金がなくて役所の運営に支障がきたした末期,0.061173,0.083132,0.034126,0.048552,0.037913,-0.042982,-0.024754
2828,23,jp,キリスト教が一番人を殺してるのにキリスト教で平和になるとか片腹痛いwwwイテテ,0.061994,0.114804,0.049667,0.036083,0.105319,0.021509,-0.040191
2829,6,jp,"ロバーツさん、この記事の調査は素晴らしいし、聖職者の性的虐待問題のまとめ方も的確だ。
でも、なんでメディアはいつもこの問題を性的虐待『だけ』に限定したがるんで",0.007413,0.038664,-0.022561,-0.013997,0.024562,-0.03913,-0.063718
2830,35,jp,今も昔も変わらん。結局、貧しい人を本当に救ってるのはキリスト教系の団体なんだよ。頭がイカれた連中には、真の貧困者と、それにたかるだけの社会のダニとの区別がつかな,0.101047,0.090386,0.063095,0.054885,0.090126,-0.007537,-0.021495
2831,14,jp,"この投稿、正論だと思うわ。筆者は両方の立場に配慮しつつ、結局は政教分離を徹底すべきだっていう、至極まっとうな結論に持っていってる。

旧統一教会みたいなのが",0.095502,0.110634,0.039143,0.041808,0.104457,0.00535,-0.021557
2832,10,jp,高市マンセーして中国との戦争煽るネトウヨも愛せるか？ 聖書はあまりにも理想主義的,0.112605,0.122662,0.058319,0.059924,0.12903,-0.011843,-0.041263
2833,0,jp,>>490 妹は統一教会に家庭を破壊されたと言ってんのが読めねえのか低能壺が 安倍と統一教会を守ることな必死だなバカ壺ウヨは,0.045671,0.048235,0.012445,0.002574,0.051697,-0.007193,-0.045332
2834,0,jp,確かにお前の言う通りだわ。選挙の前からずっと思ってたけど、統一教会みたいな連中が、どのツラ下げて「家庭の平和がー」とか言いながら自民党に投票するのか、マジで理解,0.105965,0.123018,0.064518,0.059512,0.112504,0.0323,-0.034424
2835,9,jp,イエスの証人とも語られる俺への偽証。それは 彼に対する裏切りかと思うよ？バル？,0.036959,0.038035,-0.050668,-0.00782,0.052493,-0.018506,-0.092527
2836,41,jp,生活保護の人多いのではないですか？ 彼らを悪く言うのがカトリックですか,0.037392,0.038735,-0.000956,0.003923,0.037553,0.005455,-0.010883
2837,1,jp,なんでパヨクって、選挙を牛耳って勝たせたのが史上初の女性だったって功績をガン無視すんの？ しかもその人、ガチの信者でさ（まあこの界隈じゃ評判悪いだろうがw）。地,0.095547,0.096387,0.050331,0.058399,0.11123,-0.00864,-0.034966
2838,1,jp,"宗教指導者のくせに、トランプの数々の醜悪な行いをことごとく無視して、薄っぺらい甘ったるい言葉で奴を神格化してるとか、マジで呆れてものも言えんわ。

嘘八百、",0.071118,0.093638,-0.001886,0.026291,0.073275,-0.04118,-0.10463
2839,0,jp,統一教会が存在しなければ山上家はこんなに不幸にはなっていなかった 統一教会は山上家の財産を根こそぎかっさらって行きやがった,0.056202,0.071931,0.03538,0.032498,0.06798,-0.016278,-0.003297
2840,4,jp,この酷暑の中、さ〇た〇市う〇わ区のどこに潜んでいるのでしょう。マリア様を冒涜する異端の修道司祭の放ったやくざは。,0.056063,0.074566,-0.014573,0.016482,0.067389,-0.023755,-0.053618
2841,0,jp,>>1 山上は直接的な手段を取ったけど山上や山上の兄ちゃんの人生奪ったって点では、安倍も人の人生奪ってるのよな 三代癒着で名称変更も通して金ももらって広報して公,0.059989,0.094009,0.028561,0.054315,0.083438,-0.06074,-0.041352
2842,13,jp,頭おかしいんじゃねえの？ 創価学会みたいに政党作って税金にたかってる連中がいる一方で、「キリスト教が弾圧されてる！」とか寝言は寝て言えよ。そっちはスルーするくせ,0.076309,0.084406,0.021404,0.022708,0.080532,-0.044289,-0.060995
2843,15,jp,本当の真理は聖霊体験のみ 聖書にも弟子たちは肉に属すると書いてある カトリックもまるで正統では無い 理解ができない側が圧倒的多数派で 本来とは違う事をやって自分,0.078364,0.106123,0.035495,0.054326,0.106451,0.008106,-0.034895
2844,2,jp,"「教会」ってのは信者全員――男も女もだ――を指す言葉だろうが。ふんぞり返ってるジジイ共だけのもんじゃねえんだよ。

あんたがありがたがってる「教会の教え」だ",0.086056,0.103032,0.039389,0.058987,0.09692,0.013671,-0.057275
2845,8,jp,"あんたのそのリベラル気取りの主張、マジで単細胞すぎ。前にどっかのカルトを擁護するようなリンク貼ってたけど、今回のもそれと同じくらい思考が浅くて下品なんだよ。
",0.074896,0.086339,0.035414,0.031546,0.052127,-0.01084,-0.036409
2846,0,jp,>>283 壺と言われると発狂して中国共産党員のレッテル貼りしかできないのが統一教会そのもの,0.079639,0.076318,0.039261,0.03824,0.077825,-0.04415,-0.041102
2847,4,jp,"「つまり神父様（笑）の役割ってのは、ありがたい秘跡を捌くコンビニの店長か何かってこと？」
「嘆かわしいが、現実そうなっちまったな。坊主の人手不足で教会がどんど",0.085073,0.094534,0.060148,0.070988,0.092098,-0.035065,-0.028973
2848,0,jp,80年代後半には霊感商法で大問題になってた なのに警察は野放した それは韓国の詐欺宗教と自民の大物政治家の安倍が結託した故に手出ししなかった？ その腐敗を警察も,0.102926,0.112128,0.029342,0.069841,0.106853,-0.045642,-0.080295
2849,0,jp,も，読めない人でもネットでは書き込めるんですね(笑) | >>拉致問題は統一教会がでっちあげた 「統一協会」です(笑)　「日本基督教統一心霊協会」だから．バカ丸,0.078601,0.077506,0.025535,0.034118,0.071885,-0.056796,-0.073426
2850,15,jp,>>464 お前は論点ずらしばかりだな。 お前はカトリック信者ではない部外者という指摘を誤魔化してる。 お前の奇跡体験とやらで自己正当化されても説得力が無い。 ,0.05526,0.054539,-0.003636,0.01032,0.072636,0.001644,-0.04399
2851,1,jp,アメリカは白人がキリスト教的なミッション（使命、伝道）の身勝手な屁理屈でその土地乗っ取りや侵略を正当化して国家建設をやってきたので、 キリスト教的な価値観抜きで,0.048254,0.085204,0.02744,0.040482,0.055401,-0.099516,-0.048075
2852,0,jp,>>269 統一教会の論理破綻 統一教会には普遍性が無い。 日本を差別する宗教に人種と民族を超えた普遍性など無い。 このような差別宗教は世界宗教になれない。,0.02163,0.032415,0.001584,-0.022276,0.033608,-0.035701,-0.02717
2853,4,jp,Jesus&Japhkielなお前ら・・・人気取りの盛りのついたフリーセックスケツアナ野郎間男。。 お前、自ら性欲処理と肉と奴隷やれやこらあ！！！ 金よこせ。 ,0.03819,0.072032,0.008955,0.013946,0.042341,-0.026007,-0.062832
2854,21,jp,教団が右だの左だの極端に走り出したら、まともな信者なら頭と心でその偽善を見抜くべきだろ。教祖が説いたのはそんなことじゃない。結局は今の偉い連中が自分たちの都合の,0.088438,0.096143,0.008471,0.024934,0.105647,-0.025547,-0.097667
2855,0,jp,統一教会の件本年度内にも解散命令の是非を判断する可能性がある これあるから壺から悪魔が慌てて出てきて世界混乱させてるんだろ 統一教会に都合の悪い判断すると日本破,0.074245,0.103479,0.018719,0.034331,0.075749,-0.022196,-0.062211
2856,4,jp,たまたまtvザッピングNHK MUSIC SPECAL 藤井楓〜いま、世界で これ見て彼のフェフ（w)の模様が放送されていたアメリカのフェフ姉さんたち・・・ な,0.049391,0.067646,0.006883,0.009793,0.02883,-0.023276,-0.078638
2857,0,jp,>>912 安倍御存命の頃に統一教会に贈った祝電ビデオとかも 自称愛国の連中はアーアーミエナイキコエナーイしてたからなあ… バカなんだろうか,0.089321,0.074633,0.032551,0.03232,0.07709,-0.008865,-0.045519
2858,18,jp,"「ウチは『検閲』なんかとは無縁だ」とか言ってるらしいが、笑わせるな。
お前らが載せるのは、お仲間であるリベラル派のカトリック作家だけ。その一方で、古参の信徒団",0.074122,0.08279,0.018233,0.034839,0.080768,-0.002417,-0.015536
2859,9,jp,表裏のことをよく知ってるね。 ところでイエスは実在するのかね。,0.075232,0.085725,0.012583,0.0568,0.090548,0.001695,-0.036852
2860,0,jp,安倍と統一教会がズブズブという証拠も検証されてない 天宙平和連合（UPF）でのメッセージは関係なかったことは証明されている,0.082318,0.086183,0.037217,0.044413,0.086813,-0.001202,-0.058877
2861,0,jp,>>114 たとえば統一教会の幹部とかに利益供与した証拠とかが出てきたらアウトだが 付き合ってるだけではなあ,0.0528,0.053079,0.015155,0.035079,0.037324,-0.010855,-0.003718
2862,14,jp,"まあ、時間の無駄かもしれんが、一応言っておくわ。

歴史をみれば、無宗教や反宗教を盾に信者を弾圧してきた連中の例なんていくらでもあるんだよ。この記事は政治の",0.051783,0.080245,0.002749,0.003237,0.082657,-0.013959,-0.047869
2863,41,jp,カトリックはお布施重視た゛ろ,0.096397,0.114677,0.058104,0.064972,0.119101,-0.008893,0.010284
2864,14,jp,"「世俗的神権政治」とかいう謎ワードを調べてみたが、笑わせるな。政教分離をぶっ壊して自分らのカルトを国教化しようとしてる連中の自己紹介かよ。

別に誰もお前ら",0.092698,0.095892,0.032782,0.049096,0.106536,-0.02685,-0.060202
2865,3,jp,"「『牧師はゲイを入店拒否しろとか取引するなとか、どこで言ったんだ？』ってお前は何度も聞いてくるけど、こっちは何度も示してやってるだろ。

『あいつらと商売す",0.058672,0.071187,-0.002182,0.011373,0.078366,-0.029208,-0.072906
2866,6,jp,何年も口先だけで、まともな行動は何一つ起こしてない。今更フランシスコ教皇だの教会のトップ連中が「聖職者の性虐待問題には本気です」「被害者の心に寄り添います」なん,0.077712,0.114793,0.029725,0.041844,0.088231,-0.040978,-0.072052
2867,7,jp,何を信じようが個人の自由、それは認めるよ。でもさ、神が人智を超える存在なのは当たり前として、ちゃんと神からのメッセージってものは与えられてるわけ。あんたの場合は,0.093086,0.101787,0.019781,0.037355,0.127315,0.029891,-0.084551
2868,11,jp,"そんなわけねーだろ、デタラメ言ってんじゃねえよ。
イスラム法がまかり通ってる国じゃ、今この瞬間も斬首や手足の切断が日常茶飯事なんだよ。
女をブルカで全身覆っ",0.037498,0.100245,0.016692,0.041129,0.055906,-0.018217,-0.073648
2869,0,jp,>>1 ネトウヨ（つまり、統一教会）が、100％、参政党を支持してる。 つまり、 >>1 はウソ。,0.075084,0.065448,0.023916,0.033108,0.063065,0.000867,-0.023943
2870,28,jp,バーク枢機卿が左遷されたのは、フランシスコ教皇と意見が違うからじゃねえ。教皇の教会改革を内部から妨害してたからだろ。バークにだって持論を言う権利はある。だが、そ,0.05716,0.071259,-0.032647,0.006905,0.062148,-0.055077,-0.101613
2871,0,jp,>>839 君の優先順位は速度なんだね 俺は安倍の立場を考えるから 政治家として時期を見るって考え方に共鳴する 俺の表紙なんて後回しでいいじゃねえか！従軍慰安婦,0.084325,0.104695,0.035728,0.054055,0.077964,-0.019404,-0.009616
2872,31,jp,憲法には「公民は宗教信仰の自由を持つ」と規定されている。ただし、共産党の指導に従わないものは邪教となり当局に弾圧される上、未成年者への宗教教育は禁止されており、,0.119503,0.145526,0.057846,0.072994,0.151393,0.010919,-0.051566
2873,0,jp,妹がはっきり証言してる 安倍が表紙の統一教会機関誌が部屋に飾られていたと ズブズブなのは知っていたから安倍が撃たれたと聞いても驚かなかったと それくらい信者の間,0.094225,0.1127,0.056163,0.080855,0.117361,-0.014227,-0.034872
2874,0,jp,秋篠宮さま「セクハラ疑惑」細田衆院議長と禁断交流１８年「悠仁天皇への(秘)保険」 （女性自身 2022年7月12日号） https://pbs.twimg.co,0.105218,0.122462,0.050792,0.07909,0.107487,-0.006651,-0.033784
2875,0,jp,統一教会を調べればアベの祖父が日本に招き入れたと 分かるからね その孫を殺そうと思うのは必然,0.042726,0.076811,0.01219,0.038614,0.073067,-0.055872,-0.048176
2876,11,jp,汝の敵（イスラム、アジア）どころか本来汝の友であるキリスト教徒同士で殺し合いしてるもんな ほんと意味不明だよ 白人の野蛮さは異常,0.042492,0.087778,0.008491,0.011647,0.066314,-0.038751,-0.05179
2877,23,jp,キリスト教徒は性悪説を信じているから悪くなる。人は信じるものによって変わります。,0.009875,0.039122,-0.027658,-0.031854,0.009815,-0.013949,-0.071594
2878,0,jp,山上家の悲劇は本当に氷山の一角で他にも破産したり自殺してる家庭が山程あるからな 二世の自殺率は一般社会のそれを遥かに超える異常な数字 過去にも恨みを抱えた信者が,0.062426,0.101788,0.023818,0.041545,0.080082,-0.024708,-0.052446
2879,6,jp,"いや、そこははっきりさせとこうぜ。第三者委員会が暴いた信者への性的虐待だけど、あれって1980年代からずっと続いてた問題なんだよな。

今の教祖はその頃いな",0.062351,0.085285,0.001425,0.038698,0.076253,-0.031207,-0.096332
2880,13,jp,そもそもキリスト教徒の大半が大学に進学せんし、キリスト教系の学校に行ってる奴がキリスト教徒とは限らんしどうでもいい,0.077327,0.09174,0.028288,0.04286,0.091104,-0.025176,-0.046965
2881,18,jp,例の女の文章、たまに読むがコメントはしない。最近のベストセラーに影響されすぎてるし、伝統とは相容れない。聞きかじりの浅い理論に心酔しているだけ。頭は悪くないんだ,0.080386,0.098636,0.033741,0.03512,0.100225,-0.023746,-0.053593
2882,0,jp,安倍ちゃんは広告塔以上の存在 ・「旧統一教会に関しては2010年を最後に被害届はあっても検挙が無い」二之湯国家公安委員長 ・全国弁連は２０１９年９月１７日に安倍,0.088608,0.101402,0.048051,0.068995,0.102727,-0.028571,-0.034703
2883,9,jp,※イエス・キリストの正体。 イエス・キリストは、 マスター・ザイと言う名の宇宙人だ。 アプ星人のマスター・ザイさんが、 イエス・キリストを演じて、 地球人を弄ん,0.038254,0.066728,0.000671,0.037205,0.086805,-0.05388,-0.05013
2884,34,jp,"あの宗教法人がやってる大学だの福祉施設だの、その資金はどっから湧いて出てくると思ってんの？

信者から搾り取ったカネで、ハンバーガー売るみてえな俗っぽい商売",0.084533,0.081543,0.018693,0.03527,0.076377,-0.015492,-0.066898
2885,35,jp,「やもめの献金」（ルカ21:1-4）の話あるだろ。金持ちが有り余る中から出す大金より、貧乏な未亡人がなけなしの小銭を捧げる方が尊いってやつ。これ、経済学でいう「,0.096166,0.089331,0.043592,0.047438,0.088503,-0.013346,-0.015152
2886,0,jp,でも結果として日本は統一教会に乗っ取られて 今の麻生高市維新政権になってしまった,0.077513,0.101196,0.055038,0.058503,0.095372,-0.03782,-0.01982
2887,0,jp,>>71 統一教会は反社だから,-0.01811,-0.024044,-0.033,-0.067696,-0.017618,-0.003926,-0.029782
2888,40,jp,初期キリスト教の「信者をネズミ講式に増やす」やり方が、今も未来も「規範」で「基本」なんだとよ。カメリとかいう学者の受け売りらしいが。現代の科学だの文化だの経済だ,0.099677,0.104544,0.04376,0.050754,0.099236,-0.052963,-0.062419
2889,3,jp,"教会の純潔の教えとやらは根本から腐ってる。キリスト教式の結婚以外での性行為はすべて悪（アク）だという前提自体が、もう論理破綻してんだよ。

そもそも人間が結",0.081709,0.100941,0.035046,0.042419,0.071136,0.006359,-0.031667
2890,40,jp,スティーブン教祖様、マジ神がかってるわー（信者から金巻き上げる才能が）。「余計な荷物は神様に預けましょう」とか言って、結局はてめえの懐に入れるだけだろｗ　お花畑,0.122458,0.110818,0.054522,0.083135,0.128498,-0.010768,-0.076757
2891,25,jp,ペットショップが動物虐待か？ 答えはイエス。何か問題でも？ 畜産も狩猟も漁業も、農薬を使う農業も動物虐待だろ。 風力発電もバードストライクが絶えないしな。 それ,0.05057,0.068502,0.016228,0.03039,0.043013,-0.018377,-0.059418
2892,0,jp,>>458 同性婚と堕胎に反対したら統一教会？なに言ってんだこの無知は キリスト教が禁じてる大罪だろ。,0.029576,0.028122,-0.027192,-0.040671,0.02285,-0.005795,-0.063866
2893,15,jp,>>459 カトリック信者ではないお前は失せろ 主張の時だけ教皇様を利用するなよ,0.014882,0.035652,-0.008563,0.001834,0.044173,-0.01054,-0.018483
2894,15,jp,カトリックだかなんだか知らんが、わざわざ区別してアピールする意味って何？自分らはカルトじゃないとでも言いたいの？（笑）,0.09911,0.110615,0.05679,0.05808,0.116141,0.002564,-0.001642
2895,1,jp,自民党を支持してる旧統一教会の信者を見てると、心底呆れる。あいつらが崇拝する政治家なんて、権力欲と支配欲の化身みたいなもんだろ。キリスト教の神髄は、本来そういう,0.115116,0.119467,0.060222,0.06176,0.116008,-0.018174,-0.032455
2896,14,jp,"この国をアンタんとこのカルトの独裁国家にでもしたいわけ？まるでどこぞの教団みたいにさw

こっちの神様はもっと心が広くてね。無神論者も含めて、多様な価値観が",0.07028,0.090388,0.03958,0.030378,0.080055,0.003408,-0.044218
2897,0,jp,>>1 母親が選挙前になったら家の中で安倍の統一教会ビデオをエンドレス再生してるとか発狂するわ,0.038956,0.04482,0.002893,0.011573,0.033792,-0.014259,-0.060304
2898,17,jp,>>50 wwwwwwwwwwwwwwwwww なんで泡沫カルト団体の洗脳を受けた末端信者が、キリスト教スレでキリスト者を仕切ろうとすんの？,0.032041,0.044431,0.000455,0.008036,0.039235,-0.037355,-0.087785
2899,38,jp,>>1 だからこその、少なくとも19世紀のドイツのキリスト教なんかは立派に阿片認定。 >>76 いやいや、決してそんなことはありませんよ。,0.022133,0.040318,0.002556,0.009334,0.027355,0.001875,-0.025341
2900,0,jp,>>628 そうだよ 幹部の子供の俺が岸、安倍一族こそ統一教会の後ろ盾である事が真実なのを保証するよ お前のは妄想な,0.095347,0.09604,0.073442,0.100314,0.102087,-1.1e-05,0.010144
2901,8,jp,そもそも、うちの教えでは性行為は男女の夫婦関係においてのみ許されるもんだ。子作りは性愛における本質であって、夫婦の絆だの何だのといった他の目的と切り離せるわけが,0.085152,0.098849,0.029202,0.03692,0.068811,0.017502,-0.04615
2902,1,jp,分かってないな。俺たちカトリックが経済的に自立できるのは、トランプの政策のおかげだって分かってるんだよ。何世代にもわたって貧乏人をダメにしてきた連中の、ばらまき,0.090738,0.084786,0.022035,0.044279,0.081491,0.001765,-0.007608
2903,10,jp,浅はかな者が聖書コピペしようが世間の事件事故について専門家気取りをしようが、響かない。,0.057711,0.080947,0.009467,0.002054,0.063167,0.011512,-0.073536
2904,23,jp,キリスト教は馬鹿ばっかり。,0.029735,0.031395,-0.026998,-0.024311,0.039473,-0.004723,-0.102202
2905,8,jp,"中絶に反対する連中の表向きの理屈なんて、しょせん論点のすり替えなんだよ。悪質なレトリックを使ったごまかしに過ぎない。

奴らの根底にあるのは、「女はどうせ馬",0.079426,0.104995,0.011716,0.015373,0.053732,0.005831,-0.089932
2906,0,jp,ネトウヨクソジジイ「俺は自民党支持。文鮮明はサタンを書いてるから「非統一教会」」,0.110111,0.110117,0.035343,0.042904,0.096449,0.000577,-0.060668
2907,0,jp,韓国では統一教会と関係した議員は事務所から親戚の自宅まで捜索されてます 日本の700億円で建てた鶴子の宮殿からは秘密の隠し部屋が見つかり、大量の現金の束と貴金属,0.095834,0.105286,0.046937,0.079238,0.092379,-0.010269,0.002876
2908,10,jp,聖書コピペ野郎、ヨブ記をロクに読んでなかった事が露見。 https://itest.5ch.ne...i/psy/1730518608/482,0.032079,0.030014,-0.031468,-0.01279,0.031032,-0.031348,-0.060006
2909,4,jp,皆さん、面白いことに上祐がスピンにかかってます。上祐は元キリスト教異端の牧師でした。上祐は人体実験に掛けられて殺されます。⭐,0.025408,0.046255,-0.027969,0.002291,0.043732,-0.032094,-0.119312
2910,23,jp,キリスト教なんて世界で一番人殺した宗教だろ,0.019531,0.076973,0.012395,0.016385,0.066901,-0.022025,-0.056605
2911,2,jp,教皇が出したあの宣言の、あの重々しい文言だけで十分だろ。あれが絶対的な教えだってことの証明だよ。「教会にはキリストから女性を司祭にする権威なんぞ与えられていない,0.099771,0.126807,0.046812,0.073409,0.124568,-0.00246,-0.020737
2912,0,jp,山上が仮に 統一教会のトップを狙ったとして 成功すればリターンは大きいが、統一教会と政治との関わりが世に暴かれることはなく、トップが変わるだけで統一教会へのダメ,0.079914,0.094353,0.021024,0.060329,0.090337,-0.048386,-0.045388
2913,0,jp,この事件が起きる前から5chにも統一教会批判のコピペが結構貼ってあって、 親族の女性が洗脳されて韓国に嫁いじゃったので迎えに行ったら田舎の農家で、 本人は「日本,0.088365,0.094873,0.041667,0.051933,0.088969,-0.048277,-0.047503
2914,31,jp,「アメリカは、キリスト教原理主義・新保守主義に、いかに乗っ取られたのか？」 | Révision Du Livre 296現在の記事:,0.008037,0.019263,-0.012978,0.002171,0.013497,-0.052257,-0.048406
2915,25,jp,【ロンドン崩壊】イギリスに移民が殺到した３つの理由とその実態 https://m.youtube.co...ieOBneOBruWun-aFiw== しょーもね,0.03883,0.049056,-0.002801,-0.007498,0.027191,-0.032053,-0.021332
2916,14,jp,それな。あの手の宗教団体って、結局は国を中世に引き戻したいだけだろ。,0.092525,0.114603,0.047762,0.049497,0.109122,-0.021702,-0.060151
2917,6,jp,"ここのコメ欄見てると、カトリック教会に対して個人的な恨みつらみでもある連中が多すぎだろ。怒りだの傷だのに囚われて、もう冷静な判断なんてできなくなってる。

",0.033295,0.070225,-0.010476,0.006711,0.038293,-0.028744,-0.065531
2918,31,jp,質問15．中国の指導部は、カトリックを始めとするキリスト教を邪教と定め、聖書を邪教本と定めていることは、周知の事実です。なぜ中央政府がキリスト教の家庭…,0.068053,0.102041,0.008813,0.045711,0.08226,-0.016249,-0.061849
2919,0,jp,ヨーロッパや父さんは正しかった 統一教会が邪教である認識は全世界で持たないといけない,0.037676,0.070035,0.020952,0.029599,0.058535,-0.000553,-0.024093
2920,37,jp,で、お前らの教祖様は信者から壺売りつけて金巻き上げてたわけ？,0.100117,0.104122,0.040685,0.063256,0.119148,-0.036483,-0.050134
2921,0,jp,統一教会憎しで政治家狙うのは違うと思ってたけど どんどん安倍と統一教会の癒着が出てきて草しか生えんわ,0.058805,0.075189,0.015731,0.04211,0.079907,-0.071083,-0.063567
2922,25,jp,アメリカ人ならびにブリテンをはじめとしたヨーロッパの白人たちはパコパコやりすぎ聖書の神は愛という教えはパコパコママそのまま。w だから、白人とくに日本との貿易摩,0.097698,0.103812,0.049554,0.063466,0.085436,-0.0256,-0.019946
2923,3,jp,つーか、最近の教会ってなんでアッチ系の話にダンマリなんだ？昔は罪だなんだって騒いでたくせに。,0.064438,0.096195,0.025122,0.031336,0.080489,-0.025235,-0.038501
2924,3,jp,"いや、すごい理屈だな。ここ数十年で出てきたようなキリスト教系の新興宗教を捕まえて、1000年前の悪行の責任を問うのか？

世の中の暴力事件全体から見たら、L",0.043802,0.086357,0.006317,0.006126,0.071929,-0.020235,-0.05564
2925,7,jp,自分はキリスト教に詳しいが 聖書にも詳しい 洗礼も受けている しかし死刑から復活する自信はまるでない 簡単に兄弟を裏切って逃げる それはクリスチャンじゃないから,0.062548,0.094102,0.001363,0.033859,0.082518,0.026443,-0.044672
2926,0,jp,奈良２区なら普通に高市なんだよな ずっと統一教会支援受けてただろう,0.133144,0.130374,0.090669,0.098529,0.134209,-0.004381,0.011982
2927,24,jp,問題の根っこはここなんだよな。例の神父、第二バチカン公会議とかいう聞こえのいい近代化路線に乗っかって「何も変えるつもりはない」とか殊勝なこと言ってるが、真っ赤な,0.079884,0.092612,0.020326,0.031523,0.085131,-0.03453,-0.034763
2928,0,jp,高市支援してる阿呆は帰化人系日本人と呼ばれる朝鮮原住民な連中のこと 福岡と大阪に特にたくさん分布しているね 顔がしかくいブサイクエベンキ顔ですぐわかる 弥生って,0.115067,0.097759,0.049177,0.071045,0.08839,-0.036086,-0.039055
2929,17,jp,>>20 幸福の科学信者さんは栖雲居士への私怨を 晴らすためにキリスト教スレと信者を乗っ取り 支配し利用しているの。,0.070338,0.072721,0.032835,0.045846,0.081869,-0.01796,-0.054652
2930,31,jp,コプト教徒虐殺 | 戦争動画（戦争の真実） コプト教徒虐殺 エジプトでは、キリスト教から分離した独自の宗教があります。コプト教です。 エジプトはイスラム教系国家,0.022944,0.063591,-0.020796,-0.001473,0.045733,-0.0121,-0.067217
2931,15,jp,"おいジェイ、お前が言うところの「真理」とやらを教えてくれよ。そこらの生ぬるいカトリック信者やプロテスタントの連中には理解できない、そのありがた〜いご高説をな。",0.072074,0.111136,0.04165,0.054755,0.103916,0.022644,-0.021083
2932,0,jp,>>1 スパイ防止法も統一教会が長年、自民党その他のカルト政党に要求し続けてきたことだしな そういう統一系の政党 今でもあるだろ？,0.074037,0.075497,0.012984,0.044152,0.065163,-0.024409,-0.049764
2933,15,jp,プロテスタントの連中が言う「宗教改革」 コイツらは何も改革していません。 教会から逃げ出して分派しただけです。 教会を内部から改善した対抗宗教改革だけが本物の改,0.081846,0.095819,0.010676,0.022649,0.092995,-0.013118,-0.043836
2934,0,jp,>>23 >>1 統一教会の霊感商法は麻生政権で大々的に摘発された。 統一教会の霊感商法は安倍政権で法規制された。 その両政権に挟まれた民主党(国民民主党・立憲,0.086464,0.099433,0.030418,0.056078,0.091705,-0.044542,-0.059615
2935,0,jp,統一教会は日本国と自由主義陣営の抱える弱みに付け込んで権力の中枢に入り込み 情弱の日本人を狙って搾取を恣にした詐欺集団 文鮮明が戦後混乱期に日本人の特性を実によ,0.071169,0.06754,0.038153,0.046572,0.07804,-0.053801,-0.038153
2936,0,jp,悪徳反日カルトが政治的庇護者を失えば糾弾され崩壊するのは当然 統一教会への復讐のために安倍を殺すのは筋が通ってるわな,0.049425,0.091297,-0.021406,0.016771,0.072791,-0.049628,-0.087984
2937,0,jp,もしかして高市も統一教会に指示されて台湾有事のこと喋ったんじゃないのこれ,0.110843,0.11875,0.057377,0.076049,0.11248,-0.039318,-0.039064
2938,0,jp,>>566 右寄りなのに どうして鶴子に「安倍は統一教会とズブズブ」って言われて信じるんだ？,0.058177,0.065638,0.023637,0.025407,0.065958,0.016935,-0.032589
2939,0,jp,>>575 鶴子に「安倍は統一教会とズブズブ」って言われて 鶴子を信じる金持ちなんかいるのかな？ 統一教会とエンカウントする前に 秒で騙されて有り金巻き上げられ,0.081122,0.081756,0.033623,0.049145,0.086664,-0.008206,-0.047826
2940,24,jp,そりゃ問題があったのは確かで、例の公会議も必要だったんだろうな。問題は、その公会議の「精神」とかいうフワッとしたもんを掲げて、本来の決定を骨抜きにした連中だよ。,0.080936,0.113376,0.048611,0.042692,0.096264,-0.008431,-0.01797
2941,0,jp,チョンワールド、チョン竹中、チョン統一教会、国際チョン共連合、小泉チョン一郎 すべて朝鮮人です こいつらを倒す方法は共産主義革命しかない,0.107026,0.107437,0.060541,0.075225,0.105212,-0.080855,-0.030333
